"id","customer_id","order_number","payment_id","order_date","ship_date","request_date","sales_tax","freight","deleted","deleted_date","paid","payment_date","fulfilled"
902,902,902,902,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
903,903,903,903,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
904,904,904,904,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
905,905,905,905,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
906,906,906,906,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
907,907,907,907,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
908,908,908,908,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
909,909,909,909,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
910,910,910,910,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
911,911,911,911,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
912,912,912,912,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
913,913,913,913,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
914,914,914,914,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
915,915,915,915,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
916,916,916,916,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
917,917,917,917,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
918,918,918,918,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
919,919,919,919,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
920,920,920,920,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
921,921,921,921,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
922,922,922,922,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
923,923,923,923,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
924,924,924,924,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
925,925,925,925,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
926,926,926,926,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
927,927,927,927,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
928,928,928,928,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
929,929,929,929,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
930,930,930,930,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
931,931,931,931,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
932,932,932,932,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
933,933,933,933,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
934,934,934,934,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
935,935,935,935,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
936,936,936,936,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
937,937,937,937,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
938,938,938,938,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
939,939,939,939,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
940,940,940,940,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
941,941,941,941,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
942,942,942,942,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
943,943,943,943,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
944,944,944,944,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
945,945,945,945,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
946,946,946,946,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
947,947,947,947,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
948,948,948,948,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
949,949,949,949,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
950,950,950,950,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
951,951,951,951,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
952,952,952,952,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
953,953,953,953,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
954,954,954,954,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
955,955,955,955,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
956,956,956,956,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
957,957,957,957,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
958,958,958,958,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
959,959,959,959,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
960,960,960,960,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
961,961,961,961,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
962,962,962,962,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
963,963,963,963,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
964,964,964,964,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
965,965,965,965,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
966,966,966,966,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
967,967,967,967,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
968,968,968,968,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
969,969,969,969,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
970,970,970,970,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
971,971,971,971,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
972,972,972,972,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
973,973,973,973,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
974,974,974,974,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
975,975,975,975,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
976,976,976,976,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
977,977,977,977,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
978,978,978,978,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
979,979,979,979,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
980,980,980,980,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
981,981,981,981,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
982,982,982,982,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
983,983,983,983,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
984,984,984,984,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
985,985,985,985,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
986,986,986,986,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
987,987,987,987,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
988,988,988,988,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
989,989,989,989,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
990,990,990,990,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
991,991,991,991,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
992,992,992,992,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
993,993,993,993,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
994,994,994,994,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
995,995,995,995,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
996,996,996,996,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
997,997,997,997,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
998,998,998,998,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
999,999,999,999,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1000,1000,1000,1000,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1001,1001,1001,1001,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1002,1002,1002,1002,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1003,1003,1003,1003,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1004,1004,1004,1004,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1005,1005,1005,1005,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1006,1006,1006,1006,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1007,1007,1007,1007,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1008,1008,1008,1008,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1009,1009,1009,1009,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1010,1010,1010,1010,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1011,1011,1011,1011,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1012,1012,1012,1012,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1013,1013,1013,1013,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1014,1014,1014,1014,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1015,1015,1015,1015,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1016,1016,1016,1016,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1017,1017,1017,1017,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1018,1018,1018,1018,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1019,1019,1019,1019,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1020,1020,1020,1020,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1021,1021,1021,1021,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1022,1022,1022,1022,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1023,1023,1023,1023,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1024,1024,1024,1024,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1025,1025,1025,1025,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1026,1026,1026,1026,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1027,1027,1027,1027,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1028,1028,1028,1028,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1029,1029,1029,1029,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1030,1030,1030,1030,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1031,1031,1031,1031,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1032,1032,1032,1032,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1033,1033,1033,1033,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1034,1034,1034,1034,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1035,1035,1035,1035,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1036,1036,1036,1036,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1037,1037,1037,1037,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1038,1038,1038,1038,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1039,1039,1039,1039,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1040,1040,1040,1040,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1041,1041,1041,1041,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1042,1042,1042,1042,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1043,1043,1043,1043,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1044,1044,1044,1044,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1045,1045,1045,1045,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1046,1046,1046,1046,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1047,1047,1047,1047,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1048,1048,1048,1048,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1049,1049,1049,1049,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1050,1050,1050,1050,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1051,1051,1051,1051,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1052,1052,1052,1052,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1053,1053,1053,1053,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1054,1054,1054,1054,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1055,1055,1055,1055,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1056,1056,1056,1056,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1057,1057,1057,1057,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1058,1058,1058,1058,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1059,1059,1059,1059,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1060,1060,1060,1060,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1061,1061,1061,1061,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1062,1062,1062,1062,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1063,1063,1063,1063,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1064,1064,1064,1064,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1065,1065,1065,1065,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1066,1066,1066,1066,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1067,1067,1067,1067,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1068,1068,1068,1068,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1069,1069,1069,1069,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1070,1070,1070,1070,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1071,1071,1071,1071,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1072,1072,1072,1072,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1073,1073,1073,1073,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1074,1074,1074,1074,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1075,1075,1075,1075,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1076,1076,1076,1076,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1077,1077,1077,1077,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1078,1078,1078,1078,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1079,1079,1079,1079,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1080,1080,1080,1080,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1081,1081,1081,1081,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1082,1082,1082,1082,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1083,1083,1083,1083,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1084,1084,1084,1084,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1085,1085,1085,1085,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1086,1086,1086,1086,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1087,1087,1087,1087,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1088,1088,1088,1088,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1089,1089,1089,1089,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1090,1090,1090,1090,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1091,1091,1091,1091,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1092,1092,1092,1092,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1093,1093,1093,1093,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1094,1094,1094,1094,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1095,1095,1095,1095,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1096,1096,1096,1096,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1097,1097,1097,1097,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1098,1098,1098,1098,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1099,1099,1099,1099,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1100,1100,1100,1100,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1101,1101,1101,1101,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1102,1102,1102,1102,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1103,1103,1103,1103,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1104,1104,1104,1104,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1105,1105,1105,1105,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1106,1106,1106,1106,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1107,1107,1107,1107,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1108,1108,1108,1108,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1109,1109,1109,1109,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1110,1110,1110,1110,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1111,1111,1111,1111,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1112,1112,1112,1112,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1113,1113,1113,1113,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1114,1114,1114,1114,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1115,1115,1115,1115,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1116,1116,1116,1116,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1117,1117,1117,1117,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1118,1118,1118,1118,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1119,1119,1119,1119,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1120,1120,1120,1120,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1121,1121,1121,1121,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1122,1122,1122,1122,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1123,1123,1123,1123,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1124,1124,1124,1124,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1125,1125,1125,1125,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1126,1126,1126,1126,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1127,1127,1127,1127,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1128,1128,1128,1128,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1129,1129,1129,1129,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1130,1130,1130,1130,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1131,1131,1131,1131,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1132,1132,1132,1132,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1133,1133,1133,1133,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1134,1134,1134,1134,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1135,1135,1135,1135,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1136,1136,1136,1136,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1137,1137,1137,1137,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1138,1138,1138,1138,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1139,1139,1139,1139,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1140,1140,1140,1140,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1141,1141,1141,1141,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1142,1142,1142,1142,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1143,1143,1143,1143,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1144,1144,1144,1144,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1145,1145,1145,1145,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1146,1146,1146,1146,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1147,1147,1147,1147,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1148,1148,1148,1148,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1149,1149,1149,1149,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1150,1150,1150,1150,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1151,1151,1151,1151,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1152,1152,1152,1152,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1153,1153,1153,1153,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1154,1154,1154,1154,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1155,1155,1155,1155,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1156,1156,1156,1156,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1157,1157,1157,1157,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1158,1158,1158,1158,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1159,1159,1159,1159,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1160,1160,1160,1160,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1161,1161,1161,1161,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1162,1162,1162,1162,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1163,1163,1163,1163,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1164,1164,1164,1164,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1165,1165,1165,1165,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1166,1166,1166,1166,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1167,1167,1167,1167,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1168,1168,1168,1168,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1169,1169,1169,1169,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1170,1170,1170,1170,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1171,1171,1171,1171,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1172,1172,1172,1172,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1173,1173,1173,1173,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1174,1174,1174,1174,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1175,1175,1175,1175,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1176,1176,1176,1176,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1177,1177,1177,1177,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1178,1178,1178,1178,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1179,1179,1179,1179,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1180,1180,1180,1180,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1181,1181,1181,1181,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1182,1182,1182,1182,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1183,1183,1183,1183,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1184,1184,1184,1184,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1185,1185,1185,1185,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1186,1186,1186,1186,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1187,1187,1187,1187,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1188,1188,1188,1188,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1189,1189,1189,1189,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1190,1190,1190,1190,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1191,1191,1191,1191,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1192,1192,1192,1192,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1193,1193,1193,1193,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1194,1194,1194,1194,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1195,1195,1195,1195,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1196,1196,1196,1196,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1197,1197,1197,1197,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
1198,1198,1198,1198,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,2,NA,2
1199,1199,1199,1199,"2000-01-01",NA,"2000-01-01",1,"A",1,NA,1,NA,1
