"id","product_id","order_number","qnty","price","discount","final_price","deleted","deleted_date","paid","payment_date","fulfilled"
1453,1453,1453,1,87,9,78,1,NA,1,NA,1
1454,1454,1454,2,48,2,46,2,NA,2,NA,2
1455,1455,1455,3,26,8,18,1,NA,1,NA,1
1456,1456,1456,4,86,9,77,2,NA,2,NA,2
1457,1457,1457,5,22,8,14,1,NA,1,NA,1
1458,1458,1458,6,71,6,65,2,NA,2,NA,2
1459,1459,1459,1,2,2,0,1,NA,1,NA,1
1460,1460,1460,2,26,6,20,2,NA,2,NA,2
1461,1461,1461,3,100,3,97,1,NA,1,NA,1
1462,1462,1462,4,100,1,99,2,NA,2,NA,2
1463,1463,1463,5,6,2,4,1,NA,1,NA,1
1464,1464,1464,6,37,4,33,2,NA,2,NA,2
1465,1465,1465,1,24,1,23,1,NA,1,NA,1
1466,1466,1466,2,29,2,27,2,NA,2,NA,2
1467,1467,1467,3,4,5,-1,1,NA,1,NA,1
1468,1468,1468,4,73,2,71,2,NA,2,NA,2
1469,1469,1469,5,62,8,54,1,NA,1,NA,1
1470,1470,1470,6,42,5,37,2,NA,2,NA,2
1471,1471,1471,1,1,7,-6,1,NA,1,NA,1
1472,1472,1472,2,74,8,66,2,NA,2,NA,2
1473,1473,1473,3,92,2,90,1,NA,1,NA,1
1474,1474,1474,4,28,4,24,2,NA,2,NA,2
1475,1475,1475,5,44,6,38,1,NA,1,NA,1
1476,1476,1476,6,58,8,50,2,NA,2,NA,2
1477,1477,1477,1,88,5,83,1,NA,1,NA,1
1478,1478,1478,2,78,2,76,2,NA,2,NA,2
1479,1479,1479,3,2,3,-1,1,NA,1,NA,1
1480,1480,1480,4,1,7,-6,2,NA,2,NA,2
1481,1481,1481,5,6,6,0,1,NA,1,NA,1
1482,1482,1482,6,12,9,3,2,NA,2,NA,2
1483,1483,1483,1,59,3,56,1,NA,1,NA,1
1484,1484,1484,2,30,3,27,2,NA,2,NA,2
1485,1485,1485,3,31,4,27,1,NA,1,NA,1
1486,1486,1486,4,44,10,34,2,NA,2,NA,2
1487,1487,1487,5,56,1,55,1,NA,1,NA,1
1488,1488,1488,6,39,9,30,2,NA,2,NA,2
1489,1489,1489,1,14,10,4,1,NA,1,NA,1
1490,1490,1490,2,72,8,64,2,NA,2,NA,2
1491,1491,1491,3,81,10,71,1,NA,1,NA,1
1492,1492,1492,4,81,7,74,2,NA,2,NA,2
1493,1493,1493,5,8,7,1,1,NA,1,NA,1
1494,1494,1494,6,23,6,17,2,NA,2,NA,2
1495,1495,1495,1,77,2,75,1,NA,1,NA,1
1496,1496,1496,2,20,4,16,2,NA,2,NA,2
1497,1497,1497,3,54,8,46,1,NA,1,NA,1
1498,1498,1498,4,35,9,26,2,NA,2,NA,2
1499,1499,1499,5,39,6,33,1,NA,1,NA,1
1500,1500,1500,6,38,3,35,2,NA,2,NA,2
1501,1501,1501,1,49,10,39,1,NA,1,NA,1
1502,1502,1502,2,89,3,86,2,NA,2,NA,2
1503,1503,1503,3,30,1,29,1,NA,1,NA,1
1504,1504,1504,4,100,8,92,2,NA,2,NA,2
1505,1505,1505,5,57,6,51,1,NA,1,NA,1
1506,1506,1506,6,47,2,45,2,NA,2,NA,2
1507,1507,1507,1,4,2,2,1,NA,1,NA,1
1508,1508,1508,2,8,1,7,2,NA,2,NA,2
1509,1509,1509,3,83,8,75,1,NA,1,NA,1
1510,1510,1510,4,29,1,28,2,NA,2,NA,2
1511,1511,1511,5,65,3,62,1,NA,1,NA,1
1512,1512,1512,6,1,7,-6,2,NA,2,NA,2
1513,1513,1513,1,92,8,84,1,NA,1,NA,1
1514,1514,1514,2,83,5,78,2,NA,2,NA,2
1515,1515,1515,3,98,2,96,1,NA,1,NA,1
1516,1516,1516,4,4,1,3,2,NA,2,NA,2
1517,1517,1517,5,52,5,47,1,NA,1,NA,1
1518,1518,1518,6,61,1,60,2,NA,2,NA,2
1519,1519,1519,1,2,10,-8,1,NA,1,NA,1
1520,1520,1520,2,19,5,14,2,NA,2,NA,2
1521,1521,1521,3,8,1,7,1,NA,1,NA,1
1522,1522,1522,4,4,7,-3,2,NA,2,NA,2
1523,1523,1523,5,44,10,34,1,NA,1,NA,1
1524,1524,1524,6,15,6,9,2,NA,2,NA,2
1525,1525,1525,1,10,4,6,1,NA,1,NA,1
1526,1526,1526,2,85,8,77,2,NA,2,NA,2
1527,1527,1527,3,3,9,-6,1,NA,1,NA,1
1528,1528,1528,4,80,4,76,2,NA,2,NA,2
1529,1529,1529,5,14,5,9,1,NA,1,NA,1
1530,1530,1530,6,29,7,22,2,NA,2,NA,2
1531,1531,1531,1,42,9,33,1,NA,1,NA,1
1532,1532,1532,2,44,1,43,2,NA,2,NA,2
1533,1533,1533,3,96,5,91,1,NA,1,NA,1
1534,1534,1534,4,75,4,71,2,NA,2,NA,2
1535,1535,1535,5,43,5,38,1,NA,1,NA,1
1536,1536,1536,6,17,9,8,2,NA,2,NA,2
1537,1537,1537,1,40,1,39,1,NA,1,NA,1
1538,1538,1538,2,67,6,61,2,NA,2,NA,2
1539,1539,1539,3,5,5,0,1,NA,1,NA,1
1540,1540,1540,4,69,3,66,2,NA,2,NA,2
1541,1541,1541,5,53,9,44,1,NA,1,NA,1
1542,1542,1542,6,1,2,-1,2,NA,2,NA,2
1543,1543,1543,1,77,2,75,1,NA,1,NA,1
1544,1544,1544,2,83,4,79,2,NA,2,NA,2
1545,1545,1545,3,85,2,83,1,NA,1,NA,1
1546,1546,1546,4,64,10,54,2,NA,2,NA,2
1547,1547,1547,5,9,9,0,1,NA,1,NA,1
1548,1548,1548,6,15,7,8,2,NA,2,NA,2
1549,1549,1549,1,21,1,20,1,NA,1,NA,1
1550,1550,1550,2,94,7,87,2,NA,2,NA,2
1551,1551,1551,3,60,8,52,1,NA,1,NA,1
1552,1552,1552,4,63,8,55,2,NA,2,NA,2
1553,1553,1553,5,84,1,83,1,NA,1,NA,1
1554,1554,1554,6,46,10,36,2,NA,2,NA,2
1555,1555,1555,1,8,7,1,1,NA,1,NA,1
1556,1556,1556,2,42,4,38,2,NA,2,NA,2
1557,1557,1557,3,56,1,55,1,NA,1,NA,1
1558,1558,1558,4,36,6,30,2,NA,2,NA,2
1559,1559,1559,5,34,4,30,1,NA,1,NA,1
1560,1560,1560,6,62,4,58,2,NA,2,NA,2
1561,1561,1561,1,70,6,64,1,NA,1,NA,1
1562,1562,1562,2,52,4,48,2,NA,2,NA,2
1563,1563,1563,3,74,4,70,1,NA,1,NA,1
1564,1564,1564,4,13,9,4,2,NA,2,NA,2
1565,1565,1565,5,38,10,28,1,NA,1,NA,1
1566,1566,1566,6,74,5,69,2,NA,2,NA,2
1567,1567,1567,1,44,9,35,1,NA,1,NA,1
1568,1568,1568,2,91,4,87,2,NA,2,NA,2
1569,1569,1569,3,5,1,4,1,NA,1,NA,1
1570,1570,1570,4,91,9,82,2,NA,2,NA,2
1571,1571,1571,5,42,7,35,1,NA,1,NA,1
1572,1572,1572,6,19,3,16,2,NA,2,NA,2
1573,1573,1573,1,77,2,75,1,NA,1,NA,1
1574,1574,1574,2,93,1,92,2,NA,2,NA,2
1575,1575,1575,3,76,5,71,1,NA,1,NA,1
1576,1576,1576,4,31,3,28,2,NA,2,NA,2
1577,1577,1577,5,61,4,57,1,NA,1,NA,1
1578,1578,1578,6,71,3,68,2,NA,2,NA,2
1579,1579,1579,1,44,9,35,1,NA,1,NA,1
1580,1580,1580,2,34,8,26,2,NA,2,NA,2
1581,1581,1581,3,64,6,58,1,NA,1,NA,1
1582,1582,1582,4,75,3,72,2,NA,2,NA,2
1583,1583,1583,5,62,4,58,1,NA,1,NA,1
1584,1584,1584,6,90,9,81,2,NA,2,NA,2
1585,1585,1585,1,38,6,32,1,NA,1,NA,1
1586,1586,1586,2,5,7,-2,2,NA,2,NA,2
1587,1587,1587,3,38,6,32,1,NA,1,NA,1
1588,1588,1588,4,55,3,52,2,NA,2,NA,2
1589,1589,1589,5,28,8,20,1,NA,1,NA,1
1590,1590,1590,6,53,5,48,2,NA,2,NA,2
1591,1591,1591,1,14,10,4,1,NA,1,NA,1
1592,1592,1592,2,10,4,6,2,NA,2,NA,2
1593,1593,1593,3,75,9,66,1,NA,1,NA,1
1594,1594,1594,4,48,6,42,2,NA,2,NA,2
1595,1595,1595,5,97,2,95,1,NA,1,NA,1
1596,1596,1596,6,43,8,35,2,NA,2,NA,2
1597,1597,1597,1,100,10,90,1,NA,1,NA,1
1598,1598,1598,2,59,4,55,2,NA,2,NA,2
1599,1599,1599,3,8,1,7,1,NA,1,NA,1
1600,1600,1600,4,28,5,23,2,NA,2,NA,2
1601,1601,1601,5,8,9,-1,1,NA,1,NA,1
1602,1602,1602,6,84,6,78,2,NA,2,NA,2
1603,1603,1603,1,34,6,28,1,NA,1,NA,1
1604,1604,1604,2,84,8,76,2,NA,2,NA,2
1605,1605,1605,3,64,10,54,1,NA,1,NA,1
1606,1606,1606,4,15,8,7,2,NA,2,NA,2
1607,1607,1607,5,19,3,16,1,NA,1,NA,1
1608,1608,1608,6,4,4,0,2,NA,2,NA,2
1609,1609,1609,1,24,7,17,1,NA,1,NA,1
1610,1610,1610,2,65,9,56,2,NA,2,NA,2
1611,1611,1611,3,3,9,-6,1,NA,1,NA,1
1612,1612,1612,4,48,5,43,2,NA,2,NA,2
1613,1613,1613,5,47,2,45,1,NA,1,NA,1
1614,1614,1614,6,69,6,63,2,NA,2,NA,2
1615,1615,1615,1,14,3,11,1,NA,1,NA,1
1616,1616,1616,2,86,3,83,2,NA,2,NA,2
1617,1617,1617,3,63,4,59,1,NA,1,NA,1
1618,1618,1618,4,85,7,78,2,NA,2,NA,2
1619,1619,1619,5,4,2,2,1,NA,1,NA,1
1620,1620,1620,6,25,1,24,2,NA,2,NA,2
1621,1621,1621,1,25,7,18,1,NA,1,NA,1
1622,1622,1622,2,48,7,41,2,NA,2,NA,2
1623,1623,1623,3,4,7,-3,1,NA,1,NA,1
1624,1624,1624,4,72,7,65,2,NA,2,NA,2
1625,1625,1625,5,55,10,45,1,NA,1,NA,1
1626,1626,1626,6,54,10,44,2,NA,2,NA,2
1627,1627,1627,1,24,5,19,1,NA,1,NA,1
1628,1628,1628,2,55,6,49,2,NA,2,NA,2
1629,1629,1629,3,60,6,54,1,NA,1,NA,1
1630,1630,1630,4,24,2,22,2,NA,2,NA,2
1631,1631,1631,5,98,10,88,1,NA,1,NA,1
1632,1632,1632,6,7,1,6,2,NA,2,NA,2
1633,1633,1633,1,87,8,79,1,NA,1,NA,1
1634,1634,1634,2,77,5,72,2,NA,2,NA,2
1635,1635,1635,3,7,4,3,1,NA,1,NA,1
1636,1636,1636,4,30,9,21,2,NA,2,NA,2
1637,1637,1637,5,1,7,-6,1,NA,1,NA,1
1638,1638,1638,6,5,10,-5,2,NA,2,NA,2
1639,1639,1639,1,11,6,5,1,NA,1,NA,1
1640,1640,1640,2,60,7,53,2,NA,2,NA,2
1641,1641,1641,3,56,3,53,1,NA,1,NA,1
1642,1642,1642,4,30,5,25,2,NA,2,NA,2
1643,1643,1643,5,28,1,27,1,NA,1,NA,1
1644,1644,1644,6,51,7,44,2,NA,2,NA,2
1645,1645,1645,1,41,4,37,1,NA,1,NA,1
1646,1646,1646,2,4,5,-1,2,NA,2,NA,2
1647,1647,1647,3,32,3,29,1,NA,1,NA,1
1648,1648,1648,4,18,4,14,2,NA,2,NA,2
1649,1649,1649,5,50,10,40,1,NA,1,NA,1
1650,1650,1650,6,56,3,53,2,NA,2,NA,2
1651,1651,1651,1,65,10,55,1,NA,1,NA,1
1652,1652,1652,2,38,5,33,2,NA,2,NA,2
1653,1653,1653,3,52,5,47,1,NA,1,NA,1
1654,1654,1654,4,86,1,85,2,NA,2,NA,2
1655,1655,1655,5,9,6,3,1,NA,1,NA,1
1656,1656,1656,6,23,2,21,2,NA,2,NA,2
1657,1657,1657,1,10,8,2,1,NA,1,NA,1
1658,1658,1658,2,29,1,28,2,NA,2,NA,2
1659,1659,1659,3,77,10,67,1,NA,1,NA,1
1660,1660,1660,4,19,8,11,2,NA,2,NA,2
1661,1661,1661,5,36,2,34,1,NA,1,NA,1
1662,1662,1662,6,41,4,37,2,NA,2,NA,2
1663,1663,1663,1,59,9,50,1,NA,1,NA,1
1664,1664,1664,2,50,7,43,2,NA,2,NA,2
1665,1665,1665,3,54,7,47,1,NA,1,NA,1
1666,1666,1666,4,96,1,95,2,NA,2,NA,2
1667,1667,1667,5,85,6,79,1,NA,1,NA,1
1668,1668,1668,6,97,4,93,2,NA,2,NA,2
1669,1669,1669,1,63,10,53,1,NA,1,NA,1
1670,1670,1670,2,93,7,86,2,NA,2,NA,2
1671,1671,1671,3,11,7,4,1,NA,1,NA,1
1672,1672,1672,4,15,3,12,2,NA,2,NA,2
1673,1673,1673,5,45,5,40,1,NA,1,NA,1
1674,1674,1674,6,73,8,65,2,NA,2,NA,2
1675,1675,1675,1,70,3,67,1,NA,1,NA,1
1676,1676,1676,2,66,3,63,2,NA,2,NA,2
1677,1677,1677,3,47,8,39,1,NA,1,NA,1
1678,1678,1678,4,59,5,54,2,NA,2,NA,2
1679,1679,1679,5,70,3,67,1,NA,1,NA,1
1680,1680,1680,6,9,10,-1,2,NA,2,NA,2
1681,1681,1681,1,6,2,4,1,NA,1,NA,1
1682,1682,1682,2,45,1,44,2,NA,2,NA,2
1683,1683,1683,3,41,5,36,1,NA,1,NA,1
1684,1684,1684,4,4,2,2,2,NA,2,NA,2
1685,1685,1685,5,15,3,12,1,NA,1,NA,1
1686,1686,1686,6,68,5,63,2,NA,2,NA,2
1687,1687,1687,1,50,5,45,1,NA,1,NA,1
1688,1688,1688,2,84,5,79,2,NA,2,NA,2
1689,1689,1689,3,94,7,87,1,NA,1,NA,1
1690,1690,1690,4,23,5,18,2,NA,2,NA,2
1691,1691,1691,5,30,4,26,1,NA,1,NA,1
1692,1692,1692,6,58,2,56,2,NA,2,NA,2
1693,1693,1693,1,84,4,80,1,NA,1,NA,1
1694,1694,1694,2,83,4,79,2,NA,2,NA,2
1695,1695,1695,3,74,7,67,1,NA,1,NA,1
1696,1696,1696,4,60,10,50,2,NA,2,NA,2
1697,1697,1697,5,56,8,48,1,NA,1,NA,1
1698,1698,1698,6,88,8,80,2,NA,2,NA,2
1699,1699,1699,1,31,5,26,1,NA,1,NA,1
1700,1700,1700,2,49,5,44,2,NA,2,NA,2
1701,1701,1701,3,66,5,61,1,NA,1,NA,1
1702,1702,1702,4,42,10,32,2,NA,2,NA,2
1703,1703,1703,5,88,9,79,1,NA,1,NA,1
1704,1704,1704,6,47,10,37,2,NA,2,NA,2
1705,1705,1705,1,73,7,66,1,NA,1,NA,1
1706,1706,1706,2,49,4,45,2,NA,2,NA,2
1707,1707,1707,3,43,10,33,1,NA,1,NA,1
1708,1708,1708,4,54,8,46,2,NA,2,NA,2
1709,1709,1709,5,80,1,79,1,NA,1,NA,1
1710,1710,1710,6,4,8,-4,2,NA,2,NA,2
1711,1711,1711,1,39,6,33,1,NA,1,NA,1
1712,1712,1712,2,52,4,48,2,NA,2,NA,2
1713,1713,1713,3,62,3,59,1,NA,1,NA,1
1714,1714,1714,4,96,3,93,2,NA,2,NA,2
1715,1715,1715,5,23,7,16,1,NA,1,NA,1
1716,1716,1716,6,69,10,59,2,NA,2,NA,2
1717,1717,1717,1,5,1,4,1,NA,1,NA,1
1718,1718,1718,2,9,9,0,2,NA,2,NA,2
1719,1719,1719,3,79,2,77,1,NA,1,NA,1
1720,1720,1720,4,47,4,43,2,NA,2,NA,2
1721,1721,1721,5,77,5,72,1,NA,1,NA,1
1722,1722,1722,6,71,2,69,2,NA,2,NA,2
1723,1723,1723,1,47,2,45,1,NA,1,NA,1
1724,1724,1724,2,67,7,60,2,NA,2,NA,2
1725,1725,1725,3,18,7,11,1,NA,1,NA,1
1726,1726,1726,4,70,3,67,2,NA,2,NA,2
1727,1727,1727,5,77,4,73,1,NA,1,NA,1
1728,1728,1728,6,25,4,21,2,NA,2,NA,2
1729,1729,1729,1,47,7,40,1,NA,1,NA,1
1730,1730,1730,2,38,2,36,2,NA,2,NA,2
1731,1731,1731,3,23,9,14,1,NA,1,NA,1
1732,1732,1732,4,7,1,6,2,NA,2,NA,2
1733,1733,1733,5,71,8,63,1,NA,1,NA,1
1734,1734,1734,6,91,5,86,2,NA,2,NA,2
1735,1735,1735,1,45,3,42,1,NA,1,NA,1
1736,1736,1736,2,3,8,-5,2,NA,2,NA,2
1737,1737,1737,3,63,4,59,1,NA,1,NA,1
1738,1738,1738,4,60,4,56,2,NA,2,NA,2
1739,1739,1739,5,67,7,60,1,NA,1,NA,1
1740,1740,1740,6,10,4,6,2,NA,2,NA,2
1741,1741,1741,1,43,9,34,1,NA,1,NA,1
1742,1742,1742,2,25,4,21,2,NA,2,NA,2
1743,1743,1743,3,8,4,4,1,NA,1,NA,1
1744,1744,1744,4,98,10,88,2,NA,2,NA,2
1745,1745,1745,5,15,9,6,1,NA,1,NA,1
1746,1746,1746,6,59,7,52,2,NA,2,NA,2
1747,1747,1747,1,2,6,-4,1,NA,1,NA,1
1748,1748,1748,2,20,10,10,2,NA,2,NA,2
1749,1749,1749,3,38,5,33,1,NA,1,NA,1
1750,1750,1750,4,62,2,60,2,NA,2,NA,2
1751,1751,1751,5,43,4,39,1,NA,1,NA,1
1752,1752,1752,6,56,9,47,2,NA,2,NA,2
1753,1753,1753,1,49,7,42,1,NA,1,NA,1
1754,1754,1754,2,57,6,51,2,NA,2,NA,2
1755,1755,1755,3,29,4,25,1,NA,1,NA,1
1756,1756,1756,4,32,5,27,2,NA,2,NA,2
1757,1757,1757,5,91,10,81,1,NA,1,NA,1
1758,1758,1758,6,87,1,86,2,NA,2,NA,2
1759,1759,1759,1,34,8,26,1,NA,1,NA,1
1760,1760,1760,2,42,1,41,2,NA,2,NA,2
1761,1761,1761,3,25,4,21,1,NA,1,NA,1
1762,1762,1762,4,59,7,52,2,NA,2,NA,2
1763,1763,1763,5,60,1,59,1,NA,1,NA,1
1764,1764,1764,6,47,1,46,2,NA,2,NA,2
1765,1765,1765,1,28,5,23,1,NA,1,NA,1
1766,1766,1766,2,1,10,-9,2,NA,2,NA,2
1767,1767,1767,3,48,5,43,1,NA,1,NA,1
1768,1768,1768,4,52,4,48,2,NA,2,NA,2
1769,1769,1769,5,95,1,94,1,NA,1,NA,1
1770,1770,1770,6,55,1,54,2,NA,2,NA,2
1771,1771,1771,1,2,6,-4,1,NA,1,NA,1
1772,1772,1772,2,71,7,64,2,NA,2,NA,2
1773,1773,1773,3,70,1,69,1,NA,1,NA,1
1774,1774,1774,4,64,7,57,2,NA,2,NA,2
1775,1775,1775,5,9,8,1,1,NA,1,NA,1
1776,1776,1776,6,54,6,48,2,NA,2,NA,2
1777,1777,1777,1,22,1,21,1,NA,1,NA,1
1778,1778,1778,2,45,8,37,2,NA,2,NA,2
1779,1779,1779,3,84,9,75,1,NA,1,NA,1
1780,1780,1780,4,76,7,69,2,NA,2,NA,2
1781,1781,1781,5,5,1,4,1,NA,1,NA,1
1782,1782,1782,6,38,9,29,2,NA,2,NA,2
1783,1783,1783,1,5,4,1,1,NA,1,NA,1
1784,1784,1784,2,69,9,60,2,NA,2,NA,2
1785,1785,1785,3,17,8,9,1,NA,1,NA,1
1786,1786,1786,4,64,7,57,2,NA,2,NA,2
1787,1787,1787,5,26,1,25,1,NA,1,NA,1
1788,1788,1788,6,52,3,49,2,NA,2,NA,2
1789,1789,1789,1,63,8,55,1,NA,1,NA,1
1790,1790,1790,2,59,10,49,2,NA,2,NA,2
1791,1791,1791,3,30,4,26,1,NA,1,NA,1
1792,1792,1792,4,55,1,54,2,NA,2,NA,2
1793,1793,1793,5,68,2,66,1,NA,1,NA,1
1794,1794,1794,6,97,8,89,2,NA,2,NA,2
1795,1795,1795,1,6,3,3,1,NA,1,NA,1
1796,1796,1796,2,18,2,16,2,NA,2,NA,2
1797,1797,1797,3,54,3,51,1,NA,1,NA,1
1798,1798,1798,4,92,6,86,2,NA,2,NA,2
1799,1799,1799,5,92,6,86,1,NA,1,NA,1
1800,1800,1800,6,96,2,94,2,NA,2,NA,2
1801,1801,1801,1,48,9,39,1,NA,1,NA,1
1802,1802,1802,2,6,9,-3,2,NA,2,NA,2
1803,1803,1803,3,7,7,0,1,NA,1,NA,1
1804,1804,1804,4,69,6,63,2,NA,2,NA,2
1805,1805,1805,5,56,4,52,1,NA,1,NA,1
1806,1806,1806,6,13,5,8,2,NA,2,NA,2
1807,1807,1807,1,20,7,13,1,NA,1,NA,1
1808,1808,1808,2,96,4,92,2,NA,2,NA,2
1809,1809,1809,3,81,3,78,1,NA,1,NA,1
1810,1810,1810,4,12,8,4,2,NA,2,NA,2
1811,1811,1811,5,96,9,87,1,NA,1,NA,1
1812,1812,1812,6,85,8,77,2,NA,2,NA,2
1813,1813,1813,1,84,1,83,1,NA,1,NA,1
1814,1814,1814,2,47,9,38,2,NA,2,NA,2
1815,1815,1815,3,25,3,22,1,NA,1,NA,1
1816,1816,1816,4,78,10,68,2,NA,2,NA,2
1817,1817,1817,5,51,5,46,1,NA,1,NA,1
1818,1818,1818,6,59,7,52,2,NA,2,NA,2
1819,1819,1819,1,88,5,83,1,NA,1,NA,1
1820,1820,1820,2,24,5,19,2,NA,2,NA,2
1821,1821,1821,3,73,10,63,1,NA,1,NA,1
1822,1822,1822,4,34,10,24,2,NA,2,NA,2
1823,1823,1823,5,92,2,90,1,NA,1,NA,1
1824,1824,1824,6,75,7,68,2,NA,2,NA,2
1825,1825,1825,1,100,9,91,1,NA,1,NA,1
1826,1826,1826,2,39,1,38,2,NA,2,NA,2
1827,1827,1827,3,26,1,25,1,NA,1,NA,1
1828,1828,1828,4,20,10,10,2,NA,2,NA,2
1829,1829,1829,5,81,8,73,1,NA,1,NA,1
1830,1830,1830,6,65,7,58,2,NA,2,NA,2
1831,1831,1831,1,81,8,73,1,NA,1,NA,1
1832,1832,1832,2,69,8,61,2,NA,2,NA,2
1833,1833,1833,3,88,2,86,1,NA,1,NA,1
1834,1834,1834,4,50,10,40,2,NA,2,NA,2
1835,1835,1835,5,79,6,73,1,NA,1,NA,1
1836,1836,1836,6,23,1,22,2,NA,2,NA,2
1837,1837,1837,1,37,10,27,1,NA,1,NA,1
1838,1838,1838,2,55,3,52,2,NA,2,NA,2
1839,1839,1839,3,66,1,65,1,NA,1,NA,1
1840,1840,1840,4,6,3,3,2,NA,2,NA,2
1841,1841,1841,5,48,2,46,1,NA,1,NA,1
1842,1842,1842,6,100,2,98,2,NA,2,NA,2
1843,1843,1843,1,93,7,86,1,NA,1,NA,1
1844,1844,1844,2,53,3,50,2,NA,2,NA,2
1845,1845,1845,3,30,6,24,1,NA,1,NA,1
1846,1846,1846,4,75,8,67,2,NA,2,NA,2
1847,1847,1847,5,98,4,94,1,NA,1,NA,1
1848,1848,1848,6,24,9,15,2,NA,2,NA,2
1849,1849,1849,1,45,6,39,1,NA,1,NA,1
1850,1850,1850,2,13,10,3,2,NA,2,NA,2
1851,1851,1851,3,61,7,54,1,NA,1,NA,1
1852,1852,1852,4,67,8,59,2,NA,2,NA,2
1853,1853,1853,5,64,9,55,1,NA,1,NA,1
1854,1854,1854,6,12,5,7,2,NA,2,NA,2
1855,1855,1855,1,6,3,3,1,NA,1,NA,1
1856,1856,1856,2,17,5,12,2,NA,2,NA,2
1857,1857,1857,3,67,1,66,1,NA,1,NA,1
1858,1858,1858,4,83,8,75,2,NA,2,NA,2
1859,1859,1859,5,24,2,22,1,NA,1,NA,1
1860,1860,1860,6,26,4,22,2,NA,2,NA,2
1861,1861,1861,1,45,4,41,1,NA,1,NA,1
1862,1862,1862,2,30,9,21,2,NA,2,NA,2
1863,1863,1863,3,79,3,76,1,NA,1,NA,1
1864,1864,1864,4,61,4,57,2,NA,2,NA,2
1865,1865,1865,5,74,10,64,1,NA,1,NA,1
1866,1866,1866,6,12,8,4,2,NA,2,NA,2
1867,1867,1867,1,87,5,82,1,NA,1,NA,1
1868,1868,1868,2,17,4,13,2,NA,2,NA,2
1869,1869,1869,3,6,2,4,1,NA,1,NA,1
1870,1870,1870,4,39,7,32,2,NA,2,NA,2
1871,1871,1871,5,83,1,82,1,NA,1,NA,1
1872,1872,1872,6,43,10,33,2,NA,2,NA,2
1873,1873,1873,1,36,3,33,1,NA,1,NA,1
1874,1874,1874,2,97,2,95,2,NA,2,NA,2
1875,1875,1875,3,70,1,69,1,NA,1,NA,1
1876,1876,1876,4,82,5,77,2,NA,2,NA,2
1877,1877,1877,5,44,1,43,1,NA,1,NA,1
1878,1878,1878,6,29,5,24,2,NA,2,NA,2
1879,1879,1879,1,60,2,58,1,NA,1,NA,1
1880,1880,1880,2,68,3,65,2,NA,2,NA,2
1881,1881,1881,3,54,8,46,1,NA,1,NA,1
1882,1882,1882,4,35,9,26,2,NA,2,NA,2
1883,1883,1883,5,65,10,55,1,NA,1,NA,1
1884,1884,1884,6,17,1,16,2,NA,2,NA,2
1885,1885,1885,1,54,3,51,1,NA,1,NA,1
1886,1886,1886,2,41,1,40,2,NA,2,NA,2
1887,1887,1887,3,26,6,20,1,NA,1,NA,1
1888,1888,1888,4,15,9,6,2,NA,2,NA,2
1889,1889,1889,5,74,9,65,1,NA,1,NA,1
1890,1890,1890,6,6,6,0,2,NA,2,NA,2
1891,1891,1891,1,32,6,26,1,NA,1,NA,1
1892,1892,1892,2,9,10,-1,2,NA,2,NA,2
1893,1893,1893,3,58,6,52,1,NA,1,NA,1
1894,1894,1894,4,46,4,42,2,NA,2,NA,2
1895,1895,1895,5,37,2,35,1,NA,1,NA,1
1896,1896,1896,6,57,3,54,2,NA,2,NA,2
1897,1897,1897,1,34,3,31,1,NA,1,NA,1
1898,1898,1898,2,14,2,12,2,NA,2,NA,2
1899,1899,1899,3,58,4,54,1,NA,1,NA,1
1900,1900,1900,4,70,10,60,2,NA,2,NA,2
1901,1901,1901,5,67,7,60,1,NA,1,NA,1
1902,1902,1902,6,46,1,45,2,NA,2,NA,2
1903,1903,1903,1,26,8,18,1,NA,1,NA,1
1904,1904,1904,2,37,8,29,2,NA,2,NA,2
1905,1905,1905,3,57,2,55,1,NA,1,NA,1
1906,1906,1906,4,61,4,57,2,NA,2,NA,2
1907,1907,1907,5,91,8,83,1,NA,1,NA,1
1908,1908,1908,6,96,6,90,2,NA,2,NA,2
1909,1909,1909,1,56,8,48,1,NA,1,NA,1
1910,1910,1910,2,63,10,53,2,NA,2,NA,2
1911,1911,1911,3,50,10,40,1,NA,1,NA,1
1912,1912,1912,4,75,1,74,2,NA,2,NA,2
1913,1913,1913,5,34,2,32,1,NA,1,NA,1
1914,1914,1914,6,8,8,0,2,NA,2,NA,2
1915,1915,1915,1,52,10,42,1,NA,1,NA,1
1916,1916,1916,2,49,6,43,2,NA,2,NA,2
1917,1917,1917,3,32,4,28,1,NA,1,NA,1
1918,1918,1918,4,91,4,87,2,NA,2,NA,2
1919,1919,1919,5,69,6,63,1,NA,1,NA,1
1920,1920,1920,6,52,3,49,2,NA,2,NA,2
1921,1921,1921,1,25,2,23,1,NA,1,NA,1
1922,1922,1922,2,97,8,89,2,NA,2,NA,2
1923,1923,1923,3,56,4,52,1,NA,1,NA,1
1924,1924,1924,4,2,8,-6,2,NA,2,NA,2
1925,1925,1925,5,36,9,27,1,NA,1,NA,1
1926,1926,1926,6,30,8,22,2,NA,2,NA,2
1927,1927,1927,1,76,8,68,1,NA,1,NA,1
1928,1928,1928,2,70,6,64,2,NA,2,NA,2
1929,1929,1929,3,75,10,65,1,NA,1,NA,1
1930,1930,1930,4,40,7,33,2,NA,2,NA,2
1931,1931,1931,5,11,1,10,1,NA,1,NA,1
1932,1932,1932,6,80,9,71,2,NA,2,NA,2
