"customer_id","id","product","qnty","price","totalprice","description","purchased","category","product_id","payment_id","user_id","created_at","updated_at","deleted_at","created_date","qnty_paid","created_at_ymd","country"
8,355,"Sitperferendis.",2,367,734,"Nisi atque nulla ex ipsa.",0,"Qrs72gsjGa",182,123,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-23,0,"20241223","Burundi"
8,188,"Minima.",4,343,1372,"Sit rerum vel fugit est.",1,"QydRVo7tLd",326,115,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-26,4,"20241126","Burundi"
8,411,"Velitquasiet.",3,369,1107,"Et qui ea est voluptate.",1,"bEUYRWupM5",18,177,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-09,3,"20240309","Burundi"
8,4,"Dignissimos.",4,326,1304,"Non et dolorem in.",1,"0mocKkZUwr",157,155,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-25,4,"20240325","Burundi"
8,213,"Autvoluptatem.",1,300,300,"Odio ipsum veniam eius.",0,"XDfFcXgT2G",395,119,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-15,0,"20240615","Burundi"
8,602,"Inventoreporro.",1,386,386,"Et ut et accusantium.",0,"bEUYRWupM5",398,185,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-25,0,"20240725","Burundi"
8,631,"Nihil.",3,266,798,"Eaque id at iusto ut.",0,"9BIOIxokpy",262,118,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-16,0,"20240616","Burundi"
8,481,"Ipsamveronon.",2,324,648,"Dolore quae voluptas at.",0,"4z9mSD6fzr",303,141,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-20,0,"20241120","Burundi"
8,212,"Quasveritatis.",3,336,1008,"Aut qui eaque magni hic.",1,"XDfFcXgT2G",358,157,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-01,3,"20240901","Burundi"
8,495,"Perferendisea.",1,209,209,"Sed et maxime illum in.",1,"9uzI7NiOao",124,102,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-07,1,"20240907","Burundi"
8,79,"Idullam.",1,398,398,"Nisi est eos rerum.",0,"8FWOY90d3u",223,146,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-15,0,"20240915","Burundi"
9,266,"Explicabo.",1,353,353,"Aut eos earum quia nemo.",0,"bEUYRWupM5",43,166,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-03,0,"20240903","Greenland"
9,227,"Commodiaperiam.",1,346,346,"Quos in et atque et nisi.",0,"MY16uYysyt",276,181,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-12,0,"20240912","Greenland"
9,239,"Quissuntdicta.",4,392,1568,"Sit et sed voluptates.",1,"9BIOIxokpy",278,164,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-07-02,4,"20240702","Greenland"
9,561,"Aliquambeatae.",3,238,714,"Illum non quis ratione.",1,"F8ioxlh8VT",355,117,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-08,3,"20240408","Greenland"
9,135,"Nobisnamut.",2,303,606,"Quo consequatur qui eius.",1,"F8ioxlh8VT",343,116,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-23,2,"20240623","Greenland"
9,104,"Dolorumtotam.",3,304,912,"Ut aut quis eum eum ad.",0,"F8ioxlh8VT",277,147,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-29,0,"20240529","Greenland"
9,573,"Possimus.",4,202,808,"Id ut in nesciunt ut.",1,"8FWOY90d3u",420,183,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-17,4,"20240817","Greenland"
9,587,"Odioetomnis.",2,335,670,"Modi ea qui ea aut.",0,"k7MRmVY0X8",162,172,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-28,0,"20241028","Greenland"
9,273,"Sitnihil.",3,309,927,"Id minima eum sed sint.",0,"f3xiCdq81k",350,182,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-06,0,"20240906","Greenland"
9,598,"Dolor.",3,211,633,"Quia sed quibusdam non.",0,"XDfFcXgT2G",53,103,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-30,0,"20241130","Greenland"
9,97,"Etaccusamus.",4,385,1540,"Minus odit nobis tempore.",1,"c8cv2wvB8l",362,120,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-27,4,"20241227","Greenland"
9,586,"Accusantium.",1,325,325,"Quam nam autem ipsa aut.",0,"QydRVo7tLd",292,199,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-10,0,"20250110","Greenland"
9,519,"Doloribus.",4,287,1148,"Quod dolor et non et.",1,"c8cv2wvB8l",199,126,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-30,4,"20240930","Greenland"
9,390,"Evenietimpedit.",4,200,800,"Dicta aut omnis et sint.",1,"sUJN8HxgFg",374,138,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-23,4,"20240223","Greenland"
9,344,"Autvoluptatem.",3,392,1176,"Alias qui sunt maxime.",0,"Ns3an1ZfUF",44,142,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-11,0,"20241211","Greenland"
9,509,"Omniscommodi.",1,282,282,"Non et corporis eius ex.",0,"c8cv2wvB8l",276,131,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-05,0,"20250105","Greenland"
9,148,"Explicabo.",4,373,1492,"In beatae odio illo.",1,"k7MRmVY0X8",129,156,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-20,4,"20240820","Greenland"
9,271,"Quosipsamat.",4,269,1076,"Veniam nobis aut velit.",0,"9BIOIxokpy",250,162,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-13,0,"20241213","Greenland"
9,233,"Quodsintnon.",3,381,1143,"Aut sit rerum id quam.",0,"0mocKkZUwr",36,117,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-22,0,"20241022","Greenland"
9,638,"Commodised.",2,323,646,"Ex et praesentium qui.",1,"wbGnntQmil",78,130,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-09,2,"20240309","Greenland"
9,236,"Architecto.",3,243,729,"Et totam quia a rerum.",1,"4z9mSD6fzr",305,120,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-18,3,"20240818","Greenland"
10,653,"Quiamaiores.",2,382,764,"Et nobis quae error cum.",0,"wbGnntQmil",205,160,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-29,0,"20240429","Angola"
10,335,"Ullamassumenda.",3,369,1107,"Ea aut et et quasi.",1,"bEUYRWupM5",148,111,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-09,3,"20240509","Angola"
10,430,"Nisifacilisut.",1,201,201,"Ut aut sit eius et.",0,"XDfFcXgT2G",383,135,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-21,0,"20240921","Angola"
10,19,"Aliquam.",4,262,1048,"Qui consequatur eum id.",1,"sUJN8HxgFg",274,112,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-17,4,"20240817","Angola"
10,52,"Delectusqui.",4,228,912,"Sed et sit dolor velit.",0,"NejL4wgj4w",283,169,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-30,0,"20240330","Angola"
10,98,"Quisquamrerum.",3,244,732,"Commodi non debitis sed.",0,"F8ioxlh8VT",382,170,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-18,0,"20250118","Angola"
10,142,"Errorullamqui.",2,271,542,"Dolor et unde est.",0,"9BIOIxokpy",261,111,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-20,0,"20241020","Angola"
10,121,"Rationeeos.",2,257,514,"At ad nihil ducimus iure.",0,"QydRVo7tLd",381,160,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-13,0,"20240913","Angola"
10,474,"Eumautiste.",2,320,640,"Harum sit et vero rerum.",1,"F8ioxlh8VT",370,187,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-24,2,"20240624","Angola"
10,599,"Cumnihilsit.",1,213,213,"Non nihil enim omnis.",1,"RWmotgOYvt",189,104,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-07,1,"20240507","Angola"
10,366,"Ullamrerum.",3,295,885,"Unde quae magnam quaerat.",0,"4z9mSD6fzr",79,122,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-09,0,"20240209","Angola"
10,565,"Aenimnesciunt.",3,288,864,"Minima vitae quod in.",0,"sUJN8HxgFg",398,123,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-11,0,"20240811","Angola"
10,253,"Omnismodiquod.",2,264,528,"Deserunt qui non in sit.",1,"RWmotgOYvt",233,144,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-28,2,"20240328","Angola"
10,322,"Adipisciut.",4,225,900,"Quae est aut sed qui.",1,"NejL4wgj4w",147,129,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-25,4,"20240825","Angola"
10,22,"Estrem.",4,237,948,"Fugiat rem sit nihil.",0,"NejL4wgj4w",162,128,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-03,0,"20241203","Angola"
10,60,"Praesentiumaut.",2,312,624,"Accusamus quia sed et.",1,"8FWOY90d3u",229,175,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-19,2,"20250119","Angola"
10,336,"Etpossimus.",1,306,306,"At sit nihil quae.",1,"MY16uYysyt",258,139,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-13,1,"20241013","Angola"
10,623,"Estrem.",2,297,594,"Quisquam aut odio sint.",1,"8FWOY90d3u",109,140,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-14,2,"20241214","Angola"
10,90,"Ipsumculpaex.",2,212,424,"Quia beatae et dolorem.",0,"Ns3an1ZfUF",136,182,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-17,0,"20240417","Angola"
10,582,"Faciliseos.",2,306,612,"Modi omnis maxime eaque.",1,"k7MRmVY0X8",161,162,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-22,2,"20240522","Angola"
11,187,"Quibusdameum.",1,355,355,"Quod et sit et voluptas.",1,"c8cv2wvB8l",321,167,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-04,1,"20241204","Uzbekistan"
11,522,"Blanditiisut.",2,379,758,"Quam et eius odit et.",1,"8FWOY90d3u",255,179,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-02,2,"20250102","Uzbekistan"
11,389,"Autmagniea.",1,274,274,"Rerum sapiente aut quo.",1,"c8cv2wvB8l",47,172,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-24,1,"20240624","Uzbekistan"
11,171,"Ipsum.",2,319,638,"Vel quae ipsum assumenda.",0,"XDfFcXgT2G",370,120,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-27,0,"20240627","Uzbekistan"
11,306,"Assumendaiusto.",1,268,268,"Doloremque fuga aut est.",1,"sUJN8HxgFg",160,154,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-25,1,"20240325","Uzbekistan"
11,134,"Quodquae.",4,336,1344,"Laboriosam dolore quo ut.",0,"9BIOIxokpy",247,114,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-13,0,"20241013","Uzbekistan"
11,291,"Adipisci.",2,346,692,"Rerum optio quas et.",0,"2X4ye9PhIh",402,141,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-19,0,"20250119","Uzbekistan"
11,199,"Aspernatur.",4,326,1304,"Eum qui distinctio ex et.",0,"k7MRmVY0X8",295,159,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-07-25,0,"20240725","Uzbekistan"
11,250,"Rationequae.",3,380,1140,"Sunt sint commodi aut.",0,"4z9mSD6fzr",167,168,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-31,0,"20240331","Uzbekistan"
11,356,"Asperioresnisi.",3,302,906,"Modi sit ab ipsam.",0,"Qrs72gsjGa",242,164,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-10,0,"20241110","Uzbekistan"
11,438,"Eumdoloribus.",2,390,780,"Sed at voluptatem aut.",1,"k7MRmVY0X8",196,163,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-07,2,"20250107","Uzbekistan"
11,55,"Aperiamvero.",1,350,350,"Dolores et qui est.",1,"NejL4wgj4w",342,172,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-25,1,"20240425","Uzbekistan"
11,470,"Quiseumveniam.",4,350,1400,"Culpa aperiam iste amet.",1,"QydRVo7tLd",120,136,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-25,4,"20241025","Uzbekistan"
11,400,"Natusvoluptas.",1,362,362,"Hic quia nulla culpa sit.",1,"NejL4wgj4w",92,107,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-04,1,"20240904","Uzbekistan"
11,480,"Delectusqui.",3,249,747,"Quia autem nobis et.",1,"bEUYRWupM5",362,179,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-19,3,"20240519","Uzbekistan"
11,345,"Culpaeiusat.",1,319,319,"Qui autem atque expedita.",1,"Qrs72gsjGa",394,188,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-21,1,"20241021","Uzbekistan"
11,611,"Temporibus.",1,335,335,"Consequatur a est nulla.",1,"k7MRmVY0X8",234,141,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-31,1,"20241231","Uzbekistan"
11,175,"Deserunt.",1,239,239,"Et ex natus nemo sit.",0,"NejL4wgj4w",359,109,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-29,0,"20240629","Uzbekistan"
11,596,"Reiciendis.",3,222,666,"Culpa fuga rerum ducimus.",1,"NejL4wgj4w",9,106,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-15,3,"20240315","Uzbekistan"
11,123,"Etetdolores.",2,292,584,"Et unde eum laudantium.",0,"F8ioxlh8VT",66,189,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-14,0,"20241114","Uzbekistan"
12,517,"Dolorvoluptate.",4,295,1180,"Qui omnis voluptas unde.",0,"wbGnntQmil",227,114,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-18,0,"20241118","Sierra Leone"
12,245,"Animicommodi.",1,282,282,"Ea enim atque eum quas.",0,"c8cv2wvB8l",74,105,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-27,0,"20240527","Sierra Leone"
12,557,"Eumet.",1,332,332,"Ea sunt ipsum at.",0,"QydRVo7tLd",35,156,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-02-26,0,"20240226","Sierra Leone"
12,679,"Sitmolestiae.",4,379,1516,"Esse eos quia sint vitae.",1,"Qrs72gsjGa",113,170,2,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-06-14,4,"20240614","Sierra Leone"
12,437,"Beataeest.",1,239,239,"Aut tempore in quam aut.",0,"bEUYRWupM5",334,107,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-31,0,"20241031","Sierra Leone"
12,633,"Omnisquis.",2,291,582,"Eveniet enim porro quos.",0,"9uzI7NiOao",117,161,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-12-07,0,"20241207","Sierra Leone"
12,594,"Doloresiste.",1,345,345,"Ea esse perspiciatis qui.",1,"4z9mSD6fzr",1,169,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-26,1,"20240726","Sierra Leone"
12,116,"Asequialiquam.",3,251,753,"Id sit non ut est.",0,"wbGnntQmil",151,110,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-23,0,"20241223","Sierra Leone"
12,47,"Quisintut.",2,344,688,"Fugiat impedit ut vel.",0,"c8cv2wvB8l",298,177,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-19,0,"20240519","Sierra Leone"
12,59,"Fugiatquod.",2,227,454,"Illo eius aut voluptatem.",1,"sUJN8HxgFg",379,192,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-16,2,"20240616","Sierra Leone"
12,392,"Occaecatirem.",4,286,1144,"Ab aut veniam modi modi.",0,"c8cv2wvB8l",77,157,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-15,0,"20241015","Sierra Leone"
12,151,"Incidunt.",4,232,928,"Quos aut rem et eaque.",1,"Ns3an1ZfUF",305,108,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-20,4,"20241020","Sierra Leone"
12,53,"Culpaexpedita.",4,296,1184,"Vel est ut omnis natus.",0,"QydRVo7tLd",281,182,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-05,0,"20240505","Sierra Leone"
12,272,"Hicquiaomnis.",4,267,1068,"Non quidem quidem eos.",1,"8FWOY90d3u",181,154,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-12,4,"20240612","Sierra Leone"
13,321,"Nisifacilisut.",3,276,828,"Quo distinctio nisi nemo.",0,"f3xiCdq81k",215,119,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-03,0,"20240703","Peru"
13,283,"Quibusdamaut.",3,301,903,"Non sint ea sint soluta.",1,"k7MRmVY0X8",93,163,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-07,3,"20250107","Peru"
13,579,"Velitdeleniti.",2,379,758,"Aut sit quo in quibusdam.",1,"sUJN8HxgFg",173,168,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-14,2,"20241014","Peru"
13,200,"Eumearumtotam.",2,225,450,"Quidem et omnis velit et.",1,"NejL4wgj4w",188,114,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-10,2,"20240810","Peru"
13,520,"Voluptas.",4,339,1356,"Sint eius non quo.",0,"Ns3an1ZfUF",386,130,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-15,0,"20240315","Peru"
13,147,"Autemplaceat.",1,364,364,"In et cumque architecto.",1,"f3xiCdq81k",37,179,8,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-25,1,"20241125","Peru"
13,409,"Autetaut.",3,246,738,"Id qui et perspiciatis.",0,"Qrs72gsjGa",34,166,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-27,0,"20240827","Peru"
13,96,"Etcupiditate.",3,337,1011,"Hic animi rerum magnam.",0,"sUJN8HxgFg",146,176,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-18,0,"20241118","Peru"
13,371,"Explicabo.",3,332,996,"Modi eaque nihil ut modi.",1,"wbGnntQmil",246,125,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-10,3,"20240710","Peru"
13,173,"Aliquambeatae.",2,374,748,"Vel ut in inventore.",1,"F8ioxlh8VT",100,141,9,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-04,2,"20240504","Peru"
13,61,"Veroeum.",1,267,267,"Facere earum vel qui.",1,"Ns3an1ZfUF",366,199,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-01,1,"20241101","Peru"
13,285,"Eaqueinventore.",1,392,392,"Ut eum magnam rerum in.",1,"k7MRmVY0X8",380,126,8,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-03,1,"20240803","Peru"
14,249,"Enimet.",3,318,954,"Ipsam corporis ut omnis.",0,"8FWOY90d3u",309,141,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-02-13,0,"20240213","St Vincent"
14,232,"Modirepellat.",2,347,694,"Enim et fugiat dolore.",0,"0mocKkZUwr",85,121,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-16,0,"20240816","St Vincent"
14,524,"Estasperiores.",1,210,210,"Aut quia aut harum.",0,"9uzI7NiOao",43,140,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-11,0,"20250111","St Vincent"
14,299,"Asperiores.",4,345,1380,"Sed fugit dicta ipsam.",1,"0mocKkZUwr",175,109,1,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-14,4,"20240514","St Vincent"
14,156,"Ametducimus.",2,252,504,"Neque quia rerum et.",0,"2X4ye9PhIh",159,192,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-05-05,0,"20240505","St Vincent"
14,76,"Velitdeleniti.",4,322,1288,"Non cupiditate et porro.",0,"c8cv2wvB8l",324,105,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-27,0,"20240427","St Vincent"
14,24,"Atquimagnam.",4,357,1428,"Illo totam omnis dolor.",1,"bEUYRWupM5",398,109,6,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-23,4,"20241223","St Vincent"
14,545,"Molestiae.",3,210,630,"Aut quia ut est autem.",1,"MY16uYysyt",373,175,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-10-25,3,"20241025","St Vincent"
14,198,"Quasveritatis.",2,259,518,"Et quidem in quia.",1,"f3xiCdq81k",256,127,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-11-28,2,"20241128","St Vincent"
14,94,"Rerumadsint.",4,294,1176,"Quia est eum quidem esse.",0,"wbGnntQmil",318,176,5,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-13,0,"20241013","St Vincent"
14,229,"Corruptiharum.",2,278,556,"Velit at labore ab.",0,"sUJN8HxgFg",12,101,2,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-06-06,0,"20240606","St Vincent"
14,275,"Sapiente.",3,209,627,"Fugit iure aut rem.",1,"f3xiCdq81k",293,196,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-31,3,"20240331","St Vincent"
14,443,"Autnesciunt.",2,377,754,"Omnis eos id natus.",1,"c8cv2wvB8l",17,111,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-10,2,"20240510","St Vincent"
14,434,"Odioetomnis.",2,249,498,"Iure est non quia qui.",0,"bEUYRWupM5",413,115,4,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-05,0,"20240805","St Vincent"
14,190,"Laudantiumquia.",3,253,759,"Quis at ab sint quia.",0,"k7MRmVY0X8",301,124,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-03-11,0,"20240311","St Vincent"
15,279,"Laboriosamsint.",4,258,1032,"Quis rerum autem saepe.",1,"Qrs72gsjGa",169,110,10,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-09-12,4,"20240912","Mongolia"
15,168,"Undedoloremque.",4,298,1192,"Sit quibusdam et ab non.",0,"sUJN8HxgFg",353,170,7,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-10-25,0,"20241025","Mongolia"
15,38,"Nullaprovident.",3,341,1023,"Qui cum sunt ad.",0,"Ns3an1ZfUF",61,120,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-02,0,"20250102","Mongolia"
15,673,"Eaqueinventore.",3,320,960,"Quis culpa omnis rem.",0,"RWmotgOYvt",417,112,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-24,0,"20240824","Mongolia"
15,494,"Sintvel.",4,244,976,"A autem aut non nemo hic.",0,"f3xiCdq81k",23,122,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-17,0,"20240417","Mongolia"
15,352,"Aliquam.",3,322,966,"Aut et pariatur quod.",0,"9uzI7NiOao",253,164,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-09-21,0,"20240921","Mongolia"
15,129,"Mollitia.",2,339,678,"Nisi nemo quisquam nemo.",0,"QydRVo7tLd",409,114,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-12-28,0,"20241228","Mongolia"
15,270,"Autmagniea.",2,304,608,"Qui quae sit eius quidem.",0,"Qrs72gsjGa",404,153,1,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-08-30,0,"20240830","Mongolia"
15,23,"Corrupti.",1,333,333,"Aut eos non velit quo.",0,"RWmotgOYvt",233,138,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-02-09,0,"20240209","Mongolia"
15,324,"Nonetalias.",3,221,663,"Molestias non est et at.",0,"0mocKkZUwr",390,160,3,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-05,0,"20240505","Mongolia"
15,189,"Culpaexpedita.",2,216,432,"Error est est ut qui.",0,"2X4ye9PhIh",86,174,3,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2025-01-07,0,"20250107","Mongolia"
15,570,"Assumendaiusto.",1,304,304,"Nisi itaque iusto qui.",0,"F8ioxlh8VT",166,143,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-07-21,0,"20240721","Mongolia"
15,671,"Atquimagnam.",2,396,792,"Et quaerat ut et ducimus.",0,"2X4ye9PhIh",418,183,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-11,0,"20240811","Mongolia"
15,677,"Namtemporeut.",3,381,1143,"Et inventore ut nam a.",0,"k7MRmVY0X8",298,180,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-03-09,0,"20240309","Mongolia"
15,83,"Estdolores.",4,226,904,"Eum nobis itaque ut.",1,"XDfFcXgT2G",386,130,4,"2024-02-07 14:19:39","2024-02-07 14:19:39",NA,2024-04-03,4,"20240403","Mongolia"
15,487,"Dolorvoluptate.",4,261,1044,"Ea ab sint aut.",0,"2X4ye9PhIh",416,198,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-08-02,0,"20240802","Mongolia"
15,571,"Etquae.",1,337,337,"Non quo ipsa et non.",0,"MY16uYysyt",124,110,6,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-05-04,0,"20240504","Mongolia"
16,348,"Nihilipsa.",4,376,1504,"Tempore sed enim ut.",0,"QydRVo7tLd",79,158,5,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2025-01-16,0,"20250116","Morocco"
16,450,"Rationequae.",3,286,858,"Dolor dolore nulla aut.",0,"F8ioxlh8VT",301,120,10,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-04-15,0,"20240415","Morocco"
16,401,"Quidemquidem.",1,307,307,"Cumque in ipsum nihil.",0,"wbGnntQmil",102,149,7,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-16,0,"20241116","Morocco"
16,406,"Quibusdameum.",3,336,1008,"Sed nam nihil eaque.",1,"2X4ye9PhIh",236,192,9,"2024-02-07 14:19:40","2024-02-07 14:19:40",NA,2024-11-02,3,"20241102","Morocco"
