"id","vendor_id","supplier_id","name","description","notes"
987,987,987,"G","G","G"
988,988,988,"H","H","H"
989,989,989,"I","I","I"
990,990,990,"J","J","J"
991,991,991,"K","K","K"
992,992,992,"L","L","L"
993,993,993,"M","M","M"
994,994,994,"N","N","N"
995,995,995,"O","O","O"
996,996,996,"P","P","P"
997,997,997,"Q","Q","Q"
998,998,998,"R","R","R"
999,999,999,"S","S","S"
1000,1000,1000,"T","T","T"
1001,1001,1001,"A","A","A"
1002,1002,1002,"B","B","B"
1003,1003,1003,"C","C","C"
1004,1004,1004,"D","D","D"
1005,1005,1005,"E","E","E"
1006,1006,1006,"F","F","F"
1007,1007,1007,"G","G","G"
1008,1008,1008,"H","H","H"
1009,1009,1009,"I","I","I"
1010,1010,1010,"J","J","J"
1011,1011,1011,"K","K","K"
1012,1012,1012,"L","L","L"
1013,1013,1013,"M","M","M"
1014,1014,1014,"N","N","N"
1015,1015,1015,"O","O","O"
1016,1016,1016,"P","P","P"
1017,1017,1017,"Q","Q","Q"
1018,1018,1018,"R","R","R"
1019,1019,1019,"S","S","S"
1020,1020,1020,"T","T","T"
1021,1021,1021,"A","A","A"
1022,1022,1022,"B","B","B"
1023,1023,1023,"C","C","C"
1024,1024,1024,"D","D","D"
1025,1025,1025,"E","E","E"
1026,1026,1026,"F","F","F"
1027,1027,1027,"G","G","G"
1028,1028,1028,"H","H","H"
1029,1029,1029,"I","I","I"
1030,1030,1030,"J","J","J"
1031,1031,1031,"K","K","K"
1032,1032,1032,"L","L","L"
1033,1033,1033,"M","M","M"
1034,1034,1034,"N","N","N"
1035,1035,1035,"O","O","O"
1036,1036,1036,"P","P","P"
1037,1037,1037,"Q","Q","Q"
1038,1038,1038,"R","R","R"
1039,1039,1039,"S","S","S"
1040,1040,1040,"T","T","T"
1041,1041,1041,"A","A","A"
1042,1042,1042,"B","B","B"
1043,1043,1043,"C","C","C"
1044,1044,1044,"D","D","D"
1045,1045,1045,"E","E","E"
1046,1046,1046,"F","F","F"
1047,1047,1047,"G","G","G"
1048,1048,1048,"H","H","H"
1049,1049,1049,"I","I","I"
1050,1050,1050,"J","J","J"
1051,1051,1051,"K","K","K"
1052,1052,1052,"L","L","L"
1053,1053,1053,"M","M","M"
1054,1054,1054,"N","N","N"
1055,1055,1055,"O","O","O"
1056,1056,1056,"P","P","P"
1057,1057,1057,"Q","Q","Q"
1058,1058,1058,"R","R","R"
1059,1059,1059,"S","S","S"
1060,1060,1060,"T","T","T"
1061,1061,1061,"A","A","A"
1062,1062,1062,"B","B","B"
1063,1063,1063,"C","C","C"
1064,1064,1064,"D","D","D"
1065,1065,1065,"E","E","E"
1066,1066,1066,"F","F","F"
1067,1067,1067,"G","G","G"
1068,1068,1068,"H","H","H"
1069,1069,1069,"I","I","I"
1070,1070,1070,"J","J","J"
1071,1071,1071,"K","K","K"
1072,1072,1072,"L","L","L"
1073,1073,1073,"M","M","M"
1074,1074,1074,"N","N","N"
1075,1075,1075,"O","O","O"
1076,1076,1076,"P","P","P"
1077,1077,1077,"Q","Q","Q"
1078,1078,1078,"R","R","R"
1079,1079,1079,"S","S","S"
1080,1080,1080,"T","T","T"
1081,1081,1081,"A","A","A"
1082,1082,1082,"B","B","B"
1083,1083,1083,"C","C","C"
1084,1084,1084,"D","D","D"
1085,1085,1085,"E","E","E"
1086,1086,1086,"F","F","F"
1087,1087,1087,"G","G","G"
1088,1088,1088,"H","H","H"
1089,1089,1089,"I","I","I"
1090,1090,1090,"J","J","J"
1091,1091,1091,"K","K","K"
1092,1092,1092,"L","L","L"
1093,1093,1093,"M","M","M"
1094,1094,1094,"N","N","N"
1095,1095,1095,"O","O","O"
1096,1096,1096,"P","P","P"
1097,1097,1097,"Q","Q","Q"
1098,1098,1098,"R","R","R"
1099,1099,1099,"S","S","S"
1100,1100,1100,"T","T","T"
1101,1101,1101,"A","A","A"
1102,1102,1102,"B","B","B"
1103,1103,1103,"C","C","C"
1104,1104,1104,"D","D","D"
1105,1105,1105,"E","E","E"
1106,1106,1106,"F","F","F"
1107,1107,1107,"G","G","G"
1108,1108,1108,"H","H","H"
1109,1109,1109,"I","I","I"
1110,1110,1110,"J","J","J"
1111,1111,1111,"K","K","K"
1112,1112,1112,"L","L","L"
1113,1113,1113,"M","M","M"
1114,1114,1114,"N","N","N"
1115,1115,1115,"O","O","O"
1116,1116,1116,"P","P","P"
1117,1117,1117,"Q","Q","Q"
1118,1118,1118,"R","R","R"
1119,1119,1119,"S","S","S"
1120,1120,1120,"T","T","T"
1121,1121,1121,"A","A","A"
1122,1122,1122,"B","B","B"
1123,1123,1123,"C","C","C"
1124,1124,1124,"D","D","D"
1125,1125,1125,"E","E","E"
1126,1126,1126,"F","F","F"
1127,1127,1127,"G","G","G"
1128,1128,1128,"H","H","H"
1129,1129,1129,"I","I","I"
1130,1130,1130,"J","J","J"
1131,1131,1131,"K","K","K"
1132,1132,1132,"L","L","L"
1133,1133,1133,"M","M","M"
1134,1134,1134,"N","N","N"
1135,1135,1135,"O","O","O"
1136,1136,1136,"P","P","P"
1137,1137,1137,"Q","Q","Q"
1138,1138,1138,"R","R","R"
1139,1139,1139,"S","S","S"
1140,1140,1140,"T","T","T"
1141,1141,1141,"A","A","A"
1142,1142,1142,"B","B","B"
1143,1143,1143,"C","C","C"
1144,1144,1144,"D","D","D"
1145,1145,1145,"E","E","E"
1146,1146,1146,"F","F","F"
1147,1147,1147,"G","G","G"
1148,1148,1148,"H","H","H"
1149,1149,1149,"I","I","I"
1150,1150,1150,"J","J","J"
1151,1151,1151,"K","K","K"
1152,1152,1152,"L","L","L"
1153,1153,1153,"M","M","M"
1154,1154,1154,"N","N","N"
1155,1155,1155,"O","O","O"
1156,1156,1156,"P","P","P"
1157,1157,1157,"Q","Q","Q"
1158,1158,1158,"R","R","R"
1159,1159,1159,"S","S","S"
1160,1160,1160,"T","T","T"
1161,1161,1161,"A","A","A"
1162,1162,1162,"B","B","B"
1163,1163,1163,"C","C","C"
1164,1164,1164,"D","D","D"
1165,1165,1165,"E","E","E"
1166,1166,1166,"F","F","F"
1167,1167,1167,"G","G","G"
1168,1168,1168,"H","H","H"
1169,1169,1169,"I","I","I"
1170,1170,1170,"J","J","J"
1171,1171,1171,"K","K","K"
1172,1172,1172,"L","L","L"
1173,1173,1173,"M","M","M"
1174,1174,1174,"N","N","N"
1175,1175,1175,"O","O","O"
1176,1176,1176,"P","P","P"
1177,1177,1177,"Q","Q","Q"
1178,1178,1178,"R","R","R"
1179,1179,1179,"S","S","S"
1180,1180,1180,"T","T","T"
1181,1181,1181,"A","A","A"
1182,1182,1182,"B","B","B"
1183,1183,1183,"C","C","C"
1184,1184,1184,"D","D","D"
1185,1185,1185,"E","E","E"
1186,1186,1186,"F","F","F"
1187,1187,1187,"G","G","G"
1188,1188,1188,"H","H","H"
1189,1189,1189,"I","I","I"
1190,1190,1190,"J","J","J"
1191,1191,1191,"K","K","K"
1192,1192,1192,"L","L","L"
1193,1193,1193,"M","M","M"
1194,1194,1194,"N","N","N"
1195,1195,1195,"O","O","O"
1196,1196,1196,"P","P","P"
1197,1197,1197,"Q","Q","Q"
1198,1198,1198,"R","R","R"
1199,1199,1199,"S","S","S"
1200,1200,1200,"T","T","T"
1201,1201,1201,"A","A","A"
1202,1202,1202,"B","B","B"
1203,1203,1203,"C","C","C"
1204,1204,1204,"D","D","D"
1205,1205,1205,"E","E","E"
1206,1206,1206,"F","F","F"
1207,1207,1207,"G","G","G"
1208,1208,1208,"H","H","H"
1209,1209,1209,"I","I","I"
1210,1210,1210,"J","J","J"
1211,1211,1211,"K","K","K"
1212,1212,1212,"L","L","L"
1213,1213,1213,"M","M","M"
1214,1214,1214,"N","N","N"
1215,1215,1215,"O","O","O"
1216,1216,1216,"P","P","P"
1217,1217,1217,"Q","Q","Q"
1218,1218,1218,"R","R","R"
1219,1219,1219,"S","S","S"
1220,1220,1220,"T","T","T"
1221,1221,1221,"A","A","A"
1222,1222,1222,"B","B","B"
1223,1223,1223,"C","C","C"
1224,1224,1224,"D","D","D"
1225,1225,1225,"E","E","E"
1226,1226,1226,"F","F","F"
1227,1227,1227,"G","G","G"
1228,1228,1228,"H","H","H"
1229,1229,1229,"I","I","I"
1230,1230,1230,"J","J","J"
1231,1231,1231,"K","K","K"
1232,1232,1232,"L","L","L"
1233,1233,1233,"M","M","M"
1234,1234,1234,"N","N","N"
1235,1235,1235,"O","O","O"
1236,1236,1236,"P","P","P"
1237,1237,1237,"Q","Q","Q"
1238,1238,1238,"R","R","R"
1239,1239,1239,"S","S","S"
1240,1240,1240,"T","T","T"
1241,1241,1241,"A","A","A"
1242,1242,1242,"B","B","B"
1243,1243,1243,"C","C","C"
1244,1244,1244,"D","D","D"
1245,1245,1245,"E","E","E"
1246,1246,1246,"F","F","F"
1247,1247,1247,"G","G","G"
1248,1248,1248,"H","H","H"
1249,1249,1249,"I","I","I"
1250,1250,1250,"J","J","J"
1251,1251,1251,"K","K","K"
1252,1252,1252,"L","L","L"
1253,1253,1253,"M","M","M"
1254,1254,1254,"N","N","N"
1255,1255,1255,"O","O","O"
1256,1256,1256,"P","P","P"
1257,1257,1257,"Q","Q","Q"
1258,1258,1258,"R","R","R"
1259,1259,1259,"S","S","S"
1260,1260,1260,"T","T","T"
1261,1261,1261,"A","A","A"
1262,1262,1262,"B","B","B"
1263,1263,1263,"C","C","C"
1264,1264,1264,"D","D","D"
1265,1265,1265,"E","E","E"
1266,1266,1266,"F","F","F"
1267,1267,1267,"G","G","G"
1268,1268,1268,"H","H","H"
1269,1269,1269,"I","I","I"
1270,1270,1270,"J","J","J"
1271,1271,1271,"K","K","K"
1272,1272,1272,"L","L","L"
1273,1273,1273,"M","M","M"
1274,1274,1274,"N","N","N"
1275,1275,1275,"O","O","O"
1276,1276,1276,"P","P","P"
1277,1277,1277,"Q","Q","Q"
1278,1278,1278,"R","R","R"
1279,1279,1279,"S","S","S"
1280,1280,1280,"T","T","T"
1281,1281,1281,"A","A","A"
1282,1282,1282,"B","B","B"
1283,1283,1283,"C","C","C"
1284,1284,1284,"D","D","D"
1285,1285,1285,"E","E","E"
1286,1286,1286,"F","F","F"
1287,1287,1287,"G","G","G"
1288,1288,1288,"H","H","H"
1289,1289,1289,"I","I","I"
1290,1290,1290,"J","J","J"
1291,1291,1291,"K","K","K"
1292,1292,1292,"L","L","L"
1293,1293,1293,"M","M","M"
1294,1294,1294,"N","N","N"
1295,1295,1295,"O","O","O"
1296,1296,1296,"P","P","P"
1297,1297,1297,"Q","Q","Q"
1298,1298,1298,"R","R","R"
1299,1299,1299,"S","S","S"
1300,1300,1300,"T","T","T"
1301,1301,1301,"A","A","A"
1302,1302,1302,"B","B","B"
1303,1303,1303,"C","C","C"
1304,1304,1304,"D","D","D"
1305,1305,1305,"E","E","E"
1306,1306,1306,"F","F","F"
1307,1307,1307,"G","G","G"
1308,1308,1308,"H","H","H"
1309,1309,1309,"I","I","I"
1310,1310,1310,"J","J","J"
1311,1311,1311,"K","K","K"
1312,1312,1312,"L","L","L"
1313,1313,1313,"M","M","M"
1314,1314,1314,"N","N","N"
1315,1315,1315,"O","O","O"
1316,1316,1316,"P","P","P"
1317,1317,1317,"Q","Q","Q"
1318,1318,1318,"R","R","R"
1319,1319,1319,"S","S","S"
1320,1320,1320,"T","T","T"
1321,1321,1321,"A","A","A"
1322,1322,1322,"B","B","B"
1323,1323,1323,"C","C","C"
1324,1324,1324,"D","D","D"
1325,1325,1325,"E","E","E"
1326,1326,1326,"F","F","F"
1327,1327,1327,"G","G","G"
1328,1328,1328,"H","H","H"
1329,1329,1329,"I","I","I"
1330,1330,1330,"J","J","J"
1331,1331,1331,"K","K","K"
1332,1332,1332,"L","L","L"
1333,1333,1333,"M","M","M"
1334,1334,1334,"N","N","N"
1335,1335,1335,"O","O","O"
1336,1336,1336,"P","P","P"
1337,1337,1337,"Q","Q","Q"
1338,1338,1338,"R","R","R"
1339,1339,1339,"S","S","S"
1340,1340,1340,"T","T","T"
1341,1341,1341,"A","A","A"
1342,1342,1342,"B","B","B"
1343,1343,1343,"C","C","C"
1344,1344,1344,"D","D","D"
1345,1345,1345,"E","E","E"
1346,1346,1346,"F","F","F"
1347,1347,1347,"G","G","G"
1348,1348,1348,"H","H","H"
1349,1349,1349,"I","I","I"
1350,1350,1350,"J","J","J"
1351,1351,1351,"K","K","K"
1352,1352,1352,"L","L","L"
1353,1353,1353,"M","M","M"
1354,1354,1354,"N","N","N"
1355,1355,1355,"O","O","O"
1356,1356,1356,"P","P","P"
1357,1357,1357,"Q","Q","Q"
1358,1358,1358,"R","R","R"
1359,1359,1359,"S","S","S"
1360,1360,1360,"T","T","T"
1361,1361,1361,"A","A","A"
1362,1362,1362,"B","B","B"
1363,1363,1363,"C","C","C"
1364,1364,1364,"D","D","D"
1365,1365,1365,"E","E","E"
1366,1366,1366,"F","F","F"
1367,1367,1367,"G","G","G"
1368,1368,1368,"H","H","H"
1369,1369,1369,"I","I","I"
1370,1370,1370,"J","J","J"
1371,1371,1371,"K","K","K"
1372,1372,1372,"L","L","L"
1373,1373,1373,"M","M","M"
1374,1374,1374,"N","N","N"
1375,1375,1375,"O","O","O"
1376,1376,1376,"P","P","P"
1377,1377,1377,"Q","Q","Q"
1378,1378,1378,"R","R","R"
1379,1379,1379,"S","S","S"
1380,1380,1380,"T","T","T"
1381,1381,1381,"A","A","A"
1382,1382,1382,"B","B","B"
1383,1383,1383,"C","C","C"
1384,1384,1384,"D","D","D"
1385,1385,1385,"E","E","E"
1386,1386,1386,"F","F","F"
1387,1387,1387,"G","G","G"
1388,1388,1388,"H","H","H"
1389,1389,1389,"I","I","I"
1390,1390,1390,"J","J","J"
1391,1391,1391,"K","K","K"
1392,1392,1392,"L","L","L"
1393,1393,1393,"M","M","M"
1394,1394,1394,"N","N","N"
1395,1395,1395,"O","O","O"
1396,1396,1396,"P","P","P"
1397,1397,1397,"Q","Q","Q"
1398,1398,1398,"R","R","R"
1399,1399,1399,"S","S","S"
1400,1400,1400,"T","T","T"
1401,1401,1401,"A","A","A"
1402,1402,1402,"B","B","B"
1403,1403,1403,"C","C","C"
1404,1404,1404,"D","D","D"
1405,1405,1405,"E","E","E"
1406,1406,1406,"F","F","F"
1407,1407,1407,"G","G","G"
1408,1408,1408,"H","H","H"
1409,1409,1409,"I","I","I"
1410,1410,1410,"J","J","J"
1411,1411,1411,"K","K","K"
1412,1412,1412,"L","L","L"
1413,1413,1413,"M","M","M"
1414,1414,1414,"N","N","N"
1415,1415,1415,"O","O","O"
1416,1416,1416,"P","P","P"
1417,1417,1417,"Q","Q","Q"
1418,1418,1418,"R","R","R"
1419,1419,1419,"S","S","S"
1420,1420,1420,"T","T","T"
1421,1421,1421,"A","A","A"
1422,1422,1422,"B","B","B"
1423,1423,1423,"C","C","C"
1424,1424,1424,"D","D","D"
1425,1425,1425,"E","E","E"
1426,1426,1426,"F","F","F"
1427,1427,1427,"G","G","G"
1428,1428,1428,"H","H","H"
1429,1429,1429,"I","I","I"
1430,1430,1430,"J","J","J"
1431,1431,1431,"K","K","K"
1432,1432,1432,"L","L","L"
1433,1433,1433,"M","M","M"
1434,1434,1434,"N","N","N"
1435,1435,1435,"O","O","O"
1436,1436,1436,"P","P","P"
1437,1437,1437,"Q","Q","Q"
1438,1438,1438,"R","R","R"
1439,1439,1439,"S","S","S"
1440,1440,1440,"T","T","T"
1441,1441,1441,"A","A","A"
1442,1442,1442,"B","B","B"
1443,1443,1443,"C","C","C"
1444,1444,1444,"D","D","D"
1445,1445,1445,"E","E","E"
1446,1446,1446,"F","F","F"
1447,1447,1447,"G","G","G"
1448,1448,1448,"H","H","H"
1449,1449,1449,"I","I","I"
1450,1450,1450,"J","J","J"
1451,1451,1451,"K","K","K"
1452,1452,1452,"L","L","L"
1453,1453,1453,"M","M","M"
1454,1454,1454,"N","N","N"
1455,1455,1455,"O","O","O"
1456,1456,1456,"P","P","P"
1457,1457,1457,"Q","Q","Q"
1458,1458,1458,"R","R","R"
1459,1459,1459,"S","S","S"
1460,1460,1460,"T","T","T"
1461,1461,1461,"A","A","A"
1462,1462,1462,"B","B","B"
1463,1463,1463,"C","C","C"
1464,1464,1464,"D","D","D"
1465,1465,1465,"E","E","E"
1466,1466,1466,"F","F","F"
1467,1467,1467,"G","G","G"
1468,1468,1468,"H","H","H"
1469,1469,1469,"I","I","I"
1470,1470,1470,"J","J","J"
1471,1471,1471,"K","K","K"
1472,1472,1472,"L","L","L"
1473,1473,1473,"M","M","M"
1474,1474,1474,"N","N","N"
1475,1475,1475,"O","O","O"
1476,1476,1476,"P","P","P"
1477,1477,1477,"Q","Q","Q"
1478,1478,1478,"R","R","R"
1479,1479,1479,"S","S","S"
1480,1480,1480,"T","T","T"
1481,1481,1481,"A","A","A"
1482,1482,1482,"B","B","B"
1483,1483,1483,"C","C","C"
1484,1484,1484,"D","D","D"
1485,1485,1485,"E","E","E"
1486,1486,1486,"F","F","F"
1487,1487,1487,"G","G","G"
1488,1488,1488,"H","H","H"
1489,1489,1489,"I","I","I"
1490,1490,1490,"J","J","J"
1491,1491,1491,"K","K","K"
1492,1492,1492,"L","L","L"
1493,1493,1493,"M","M","M"
1494,1494,1494,"N","N","N"
1495,1495,1495,"O","O","O"
1496,1496,1496,"P","P","P"
1497,1497,1497,"Q","Q","Q"
1498,1498,1498,"R","R","R"
1499,1499,1499,"S","S","S"
1500,1500,1500,"T","T","T"
1501,1501,1501,"A","A","A"
1502,1502,1502,"B","B","B"
1503,1503,1503,"C","C","C"
1504,1504,1504,"D","D","D"
1505,1505,1505,"E","E","E"
1506,1506,1506,"F","F","F"
1507,1507,1507,"G","G","G"
1508,1508,1508,"H","H","H"
1509,1509,1509,"I","I","I"
1510,1510,1510,"J","J","J"
1511,1511,1511,"K","K","K"
1512,1512,1512,"L","L","L"
1513,1513,1513,"M","M","M"
1514,1514,1514,"N","N","N"
1515,1515,1515,"O","O","O"
1516,1516,1516,"P","P","P"
1517,1517,1517,"Q","Q","Q"
1518,1518,1518,"R","R","R"
1519,1519,1519,"S","S","S"
1520,1520,1520,"T","T","T"
1521,1521,1521,"A","A","A"
1522,1522,1522,"B","B","B"
1523,1523,1523,"C","C","C"
1524,1524,1524,"D","D","D"
1525,1525,1525,"E","E","E"
1526,1526,1526,"F","F","F"
1527,1527,1527,"G","G","G"
1528,1528,1528,"H","H","H"
1529,1529,1529,"I","I","I"
1530,1530,1530,"J","J","J"
1531,1531,1531,"K","K","K"
1532,1532,1532,"L","L","L"
1533,1533,1533,"M","M","M"
1534,1534,1534,"N","N","N"
1535,1535,1535,"O","O","O"
1536,1536,1536,"P","P","P"
1537,1537,1537,"Q","Q","Q"
1538,1538,1538,"R","R","R"
1539,1539,1539,"S","S","S"
1540,1540,1540,"T","T","T"
1541,1541,1541,"A","A","A"
1542,1542,1542,"B","B","B"
1543,1543,1543,"C","C","C"
1544,1544,1544,"D","D","D"
1545,1545,1545,"E","E","E"
1546,1546,1546,"F","F","F"
1547,1547,1547,"G","G","G"
1548,1548,1548,"H","H","H"
1549,1549,1549,"I","I","I"
1550,1550,1550,"J","J","J"
1551,1551,1551,"K","K","K"
1552,1552,1552,"L","L","L"
1553,1553,1553,"M","M","M"
1554,1554,1554,"N","N","N"
1555,1555,1555,"O","O","O"
1556,1556,1556,"P","P","P"
1557,1557,1557,"Q","Q","Q"
1558,1558,1558,"R","R","R"
1559,1559,1559,"S","S","S"
1560,1560,1560,"T","T","T"
1561,1561,1561,"A","A","A"
1562,1562,1562,"B","B","B"
1563,1563,1563,"C","C","C"
1564,1564,1564,"D","D","D"
1565,1565,1565,"E","E","E"
1566,1566,1566,"F","F","F"
1567,1567,1567,"G","G","G"
1568,1568,1568,"H","H","H"
1569,1569,1569,"I","I","I"
1570,1570,1570,"J","J","J"
1571,1571,1571,"K","K","K"
1572,1572,1572,"L","L","L"
1573,1573,1573,"M","M","M"
1574,1574,1574,"N","N","N"
1575,1575,1575,"O","O","O"
1576,1576,1576,"P","P","P"
1577,1577,1577,"Q","Q","Q"
1578,1578,1578,"R","R","R"
1579,1579,1579,"S","S","S"
1580,1580,1580,"T","T","T"
1581,1581,1581,"A","A","A"
1582,1582,1582,"B","B","B"
1583,1583,1583,"C","C","C"
1584,1584,1584,"D","D","D"
1585,1585,1585,"E","E","E"
1586,1586,1586,"F","F","F"
1587,1587,1587,"G","G","G"
1588,1588,1588,"H","H","H"
1589,1589,1589,"I","I","I"
1590,1590,1590,"J","J","J"
1591,1591,1591,"K","K","K"
1592,1592,1592,"L","L","L"
1593,1593,1593,"M","M","M"
1594,1594,1594,"N","N","N"
1595,1595,1595,"O","O","O"
1596,1596,1596,"P","P","P"
1597,1597,1597,"Q","Q","Q"
1598,1598,1598,"R","R","R"
1599,1599,1599,"S","S","S"
1600,1600,1600,"T","T","T"
1601,1601,1601,"A","A","A"
1602,1602,1602,"B","B","B"
1603,1603,1603,"C","C","C"
1604,1604,1604,"D","D","D"
1605,1605,1605,"E","E","E"
1606,1606,1606,"F","F","F"
1607,1607,1607,"G","G","G"
1608,1608,1608,"H","H","H"
1609,1609,1609,"I","I","I"
1610,1610,1610,"J","J","J"
1611,1611,1611,"K","K","K"
1612,1612,1612,"L","L","L"
1613,1613,1613,"M","M","M"
1614,1614,1614,"N","N","N"
1615,1615,1615,"O","O","O"
1616,1616,1616,"P","P","P"
1617,1617,1617,"Q","Q","Q"
1618,1618,1618,"R","R","R"
1619,1619,1619,"S","S","S"
1620,1620,1620,"T","T","T"
1621,1621,1621,"A","A","A"
1622,1622,1622,"B","B","B"
1623,1623,1623,"C","C","C"
1624,1624,1624,"D","D","D"
1625,1625,1625,"E","E","E"
1626,1626,1626,"F","F","F"
1627,1627,1627,"G","G","G"
1628,1628,1628,"H","H","H"
1629,1629,1629,"I","I","I"
1630,1630,1630,"J","J","J"
1631,1631,1631,"K","K","K"
1632,1632,1632,"L","L","L"
1633,1633,1633,"M","M","M"
1634,1634,1634,"N","N","N"
1635,1635,1635,"O","O","O"
1636,1636,1636,"P","P","P"
1637,1637,1637,"Q","Q","Q"
1638,1638,1638,"R","R","R"
1639,1639,1639,"S","S","S"
1640,1640,1640,"T","T","T"
1641,1641,1641,"A","A","A"
1642,1642,1642,"B","B","B"
1643,1643,1643,"C","C","C"
1644,1644,1644,"D","D","D"
1645,1645,1645,"E","E","E"
1646,1646,1646,"F","F","F"
1647,1647,1647,"G","G","G"
1648,1648,1648,"H","H","H"
1649,1649,1649,"I","I","I"
1650,1650,1650,"J","J","J"
1651,1651,1651,"K","K","K"
1652,1652,1652,"L","L","L"
1653,1653,1653,"M","M","M"
1654,1654,1654,"N","N","N"
1655,1655,1655,"O","O","O"
1656,1656,1656,"P","P","P"
1657,1657,1657,"Q","Q","Q"
1658,1658,1658,"R","R","R"
1659,1659,1659,"S","S","S"
1660,1660,1660,"T","T","T"
1661,1661,1661,"A","A","A"
1662,1662,1662,"B","B","B"
1663,1663,1663,"C","C","C"
1664,1664,1664,"D","D","D"
1665,1665,1665,"E","E","E"
1666,1666,1666,"F","F","F"
1667,1667,1667,"G","G","G"
1668,1668,1668,"H","H","H"
1669,1669,1669,"I","I","I"
1670,1670,1670,"J","J","J"
1671,1671,1671,"K","K","K"
1672,1672,1672,"L","L","L"
1673,1673,1673,"M","M","M"
1674,1674,1674,"N","N","N"
1675,1675,1675,"O","O","O"
1676,1676,1676,"P","P","P"
1677,1677,1677,"Q","Q","Q"
1678,1678,1678,"R","R","R"
1679,1679,1679,"S","S","S"
1680,1680,1680,"T","T","T"
1681,1681,1681,"A","A","A"
1682,1682,1682,"B","B","B"
1683,1683,1683,"C","C","C"
1684,1684,1684,"D","D","D"
1685,1685,1685,"E","E","E"
1686,1686,1686,"F","F","F"
1687,1687,1687,"G","G","G"
1688,1688,1688,"H","H","H"
1689,1689,1689,"I","I","I"
1690,1690,1690,"J","J","J"
1691,1691,1691,"K","K","K"
1692,1692,1692,"L","L","L"
1693,1693,1693,"M","M","M"
1694,1694,1694,"N","N","N"
1695,1695,1695,"O","O","O"
1696,1696,1696,"P","P","P"
1697,1697,1697,"Q","Q","Q"
1698,1698,1698,"R","R","R"
1699,1699,1699,"S","S","S"
1700,1700,1700,"T","T","T"
1701,1701,1701,"A","A","A"
1702,1702,1702,"B","B","B"
1703,1703,1703,"C","C","C"
1704,1704,1704,"D","D","D"
1705,1705,1705,"E","E","E"
1706,1706,1706,"F","F","F"
1707,1707,1707,"G","G","G"
1708,1708,1708,"H","H","H"
1709,1709,1709,"I","I","I"
1710,1710,1710,"J","J","J"
1711,1711,1711,"K","K","K"
1712,1712,1712,"L","L","L"
1713,1713,1713,"M","M","M"
1714,1714,1714,"N","N","N"
1715,1715,1715,"O","O","O"
1716,1716,1716,"P","P","P"
1717,1717,1717,"Q","Q","Q"
1718,1718,1718,"R","R","R"
1719,1719,1719,"S","S","S"
1720,1720,1720,"T","T","T"
1721,1721,1721,"A","A","A"
1722,1722,1722,"B","B","B"
1723,1723,1723,"C","C","C"
1724,1724,1724,"D","D","D"
1725,1725,1725,"E","E","E"
1726,1726,1726,"F","F","F"
1727,1727,1727,"G","G","G"
1728,1728,1728,"H","H","H"
1729,1729,1729,"I","I","I"
1730,1730,1730,"J","J","J"
1731,1731,1731,"K","K","K"
1732,1732,1732,"L","L","L"
1733,1733,1733,"M","M","M"
1734,1734,1734,"N","N","N"
1735,1735,1735,"O","O","O"
1736,1736,1736,"P","P","P"
1737,1737,1737,"Q","Q","Q"
1738,1738,1738,"R","R","R"
1739,1739,1739,"S","S","S"
1740,1740,1740,"T","T","T"
1741,1741,1741,"A","A","A"
1742,1742,1742,"B","B","B"
1743,1743,1743,"C","C","C"
1744,1744,1744,"D","D","D"
1745,1745,1745,"E","E","E"
1746,1746,1746,"F","F","F"
1747,1747,1747,"G","G","G"
1748,1748,1748,"H","H","H"
1749,1749,1749,"I","I","I"
1750,1750,1750,"J","J","J"
1751,1751,1751,"K","K","K"
1752,1752,1752,"L","L","L"
1753,1753,1753,"M","M","M"
1754,1754,1754,"N","N","N"
1755,1755,1755,"O","O","O"
1756,1756,1756,"P","P","P"
1757,1757,1757,"Q","Q","Q"
1758,1758,1758,"R","R","R"
1759,1759,1759,"S","S","S"
1760,1760,1760,"T","T","T"
1761,1761,1761,"A","A","A"
1762,1762,1762,"B","B","B"
1763,1763,1763,"C","C","C"
1764,1764,1764,"D","D","D"
1765,1765,1765,"E","E","E"
1766,1766,1766,"F","F","F"
1767,1767,1767,"G","G","G"
1768,1768,1768,"H","H","H"
1769,1769,1769,"I","I","I"
1770,1770,1770,"J","J","J"
1771,1771,1771,"K","K","K"
1772,1772,1772,"L","L","L"
1773,1773,1773,"M","M","M"
1774,1774,1774,"N","N","N"
1775,1775,1775,"O","O","O"
1776,1776,1776,"P","P","P"
1777,1777,1777,"Q","Q","Q"
1778,1778,1778,"R","R","R"
1779,1779,1779,"S","S","S"
1780,1780,1780,"T","T","T"
1781,1781,1781,"A","A","A"
1782,1782,1782,"B","B","B"
1783,1783,1783,"C","C","C"
1784,1784,1784,"D","D","D"
1785,1785,1785,"E","E","E"
1786,1786,1786,"F","F","F"
1787,1787,1787,"G","G","G"
1788,1788,1788,"H","H","H"
1789,1789,1789,"I","I","I"
1790,1790,1790,"J","J","J"
1791,1791,1791,"K","K","K"
1792,1792,1792,"L","L","L"
1793,1793,1793,"M","M","M"
1794,1794,1794,"N","N","N"
1795,1795,1795,"O","O","O"
1796,1796,1796,"P","P","P"
1797,1797,1797,"Q","Q","Q"
1798,1798,1798,"R","R","R"
1799,1799,1799,"S","S","S"
1800,1800,1800,"T","T","T"
1801,1801,1801,"A","A","A"
1802,1802,1802,"B","B","B"
1803,1803,1803,"C","C","C"
