"id","amount","method","user_id","created_at","updated_at","created_date","created_at_ymd"
255,8518.23,"American Express",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-09,"20241109"
256,1410.39,"Visa",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-19,"20240819"
257,6544.33,"Visa",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-15,"20240815"
258,5412.61,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-10,"20241210"
259,2034.88,"JCB",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-18,"20240318"
260,7295.91,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-23,"20241123"
261,4961.48,"Discover Card",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-28,"20241128"
262,4346.37,"Visa Retired",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-19,"20240819"
263,5322.57,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-26,"20240626"
264,3384.7,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-23,"20241223"
265,7788.32,"American Express",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-15,"20240315"
266,5386.79,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-25,"20240325"
267,3241.81,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-12,"20250112"
268,3672.12,"American Express",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-08,"20240708"
269,8262.86,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-13,"20240313"
270,1002.67,"Visa",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-16,"20241116"
271,8784.8,"Visa Retired",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-29,"20240829"
272,2310.42,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-01,"20241201"
273,8637.08,"Visa",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-30,"20240830"
274,6163.05,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-05,"20240905"
275,4008.41,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-11,"20240711"
276,8819.91,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-05,"20240405"
277,9082.02,"American Express",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-21,"20240221"
278,5250.41,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-28,"20240428"
279,7910.31,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-27,"20240727"
280,8242.74,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-15,"20240415"
281,5340.31,"Discover Card",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-28,"20240528"
282,4688.6,"Visa Retired",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-02,"20241102"
283,1525.13,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-26,"20240426"
284,5026.31,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-16,"20240416"
285,4102.31,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-14,"20240914"
286,4595.81,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-07,"20240507"
287,1447.15,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-17,"20241017"
288,3194.62,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-04,"20240704"
289,5792.48,"JCB",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-15,"20240315"
290,5481.19,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-25,"20241225"
291,7654.03,"Visa",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-22,"20240822"
292,5819.5,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-29,"20240529"
293,6062.93,"Visa Retired",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-30,"20240530"
294,2763.92,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-24,"20241124"
295,2844,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-13,"20240213"
296,4815.37,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-01,"20240501"
297,2136.94,"MasterCard",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-25,"20241125"
298,6685.97,"Visa",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-13,"20240213"
299,3752.28,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-27,"20240627"
300,463.03,"JCB",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-14,"20240514"
301,2017.13,"JCB",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-09,"20240409"
302,981.5,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-30,"20240630"
303,8267.14,"American Express",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-11,"20240711"
304,7149.28,"Discover Card",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-21,"20241121"
305,7315.03,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-25,"20241225"
306,553.77,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-13,"20240513"
307,5883.01,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-02,"20240302"
308,3975.75,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-07,"20240607"
309,1658.21,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-20,"20240820"
310,632.6,"Visa Retired",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-27,"20240627"
311,8385.62,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-08,"20250108"
312,7211.81,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-24,"20240424"
313,7724.76,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-15,"20240315"
314,1315.02,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-25,"20240225"
315,1934.32,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-23,"20240623"
316,6664.57,"Visa",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-15,"20240815"
317,1381.98,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-14,"20240714"
318,3237.58,"American Express",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-20,"20240620"
319,9198.77,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-13,"20250113"
320,7192.45,"Visa Retired",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-29,"20241029"
321,5936.62,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-30,"20240530"
322,6832.24,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-15,"20250115"
323,7974.06,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-17,"20240217"
324,389.39,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-16,"20240716"
325,2693.94,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-10,"20240910"
326,4260.48,"JCB",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-26,"20240626"
327,3165.76,"Visa Retired",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-18,"20240218"
328,8680.06,"Discover Card",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-08,"20240708"
329,6436.07,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-04,"20240904"
330,8656.57,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-19,"20240419"
331,3638.43,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-07,"20250107"
332,8512.59,"Visa Retired",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-21,"20240821"
333,2358.5,"JCB",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-30,"20240830"
334,6025.04,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-31,"20240731"
335,9043.48,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-03,"20240303"
336,1167.63,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-29,"20240729"
337,7904.73,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-13,"20240813"
338,6528.02,"MasterCard",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-18,"20240418"
339,2561.97,"Visa",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-08,"20250108"
340,7312.14,"Visa Retired",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-05,"20241105"
341,7351.27,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-28,"20240928"
342,9483.5,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-24,"20241124"
343,3317.5,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-29,"20240329"
344,903.85,"JCB",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-08,"20241108"
345,444.25,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-12,"20241112"
346,4683.51,"Visa",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-16,"20240616"
347,8359.25,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-09,"20241209"
348,2252.9,"Visa",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-01,"20240701"
349,1904.97,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-06,"20240506"
350,9392.76,"Discover Card",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-14,"20241014"
351,9420.55,"Visa Retired",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-14,"20240514"
352,1721.42,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-05,"20240405"
353,2697.63,"Discover Card",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-08,"20241108"
354,6363.55,"Visa Retired",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-11,"20241111"
355,1496.36,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-27,"20240427"
356,4891.69,"MasterCard",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-12,"20240912"
357,1967.77,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-11,"20240211"
358,2231.83,"American Express",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-07,"20250107"
359,6188.07,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-15,"20240315"
360,5643.18,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-12,"20240712"
361,4749.88,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-25,"20240225"
362,7954.07,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-09,"20240709"
363,7285.77,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-09,"20241209"
364,2996.39,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-22,"20240822"
365,7633.54,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-06,"20240406"
366,1999.98,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-18,"20240418"
367,9279.01,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-26,"20241226"
368,2510.97,"Visa",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-02,"20241102"
369,2620.81,"MasterCard",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-02,"20241002"
370,3881.75,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-23,"20240923"
371,1620.04,"Visa Retired",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-23,"20240923"
372,6025.58,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-20,"20240620"
373,2668.78,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-08,"20240908"
374,9649.63,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-10,"20250110"
375,1302.71,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-06,"20241006"
376,6480.86,"Discover Card",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-30,"20240630"
377,7020.25,"Visa",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-06,"20240406"
378,5032.61,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-29,"20240229"
379,3321.87,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-23,"20240223"
380,9389.36,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-13,"20240813"
381,8601.02,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-17,"20240417"
382,7613.69,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-19,"20240319"
383,733.78,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-08-18,"20240818"
384,3316.39,"JCB",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-20,"20241220"
385,2580.8,"Visa",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-27,"20241027"
386,7426.06,"MasterCard",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-17,"20240217"
387,3193.07,"Visa",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-05,"20241005"
388,1573.94,"Visa",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-11,"20240511"
389,2504.67,"Discover Card",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-20,"20240220"
390,6597.61,"Visa Retired",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-25,"20240425"
391,5751.89,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-29,"20241029"
392,716.06,"Discover Card",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-19,"20241019"
393,580.05,"American Express",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-05,"20240605"
394,6552.4,"Visa",6,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-24,"20241224"
395,9005.73,"MasterCard",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-15,"20240515"
396,2778.99,"MasterCard",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-17,"20240617"
397,8577.72,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-27,"20240927"
398,2114.71,"Discover Card",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-05,"20241205"
399,222.35,"American Express",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-05,"20241005"
400,400.25,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-12,"20241012"
401,4613.52,"MasterCard",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-25,"20240725"
402,4628.46,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-19,"20240719"
403,4102.93,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-06,"20240906"
404,9442.28,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-07-01,"20240701"
405,3672.88,"Visa",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-04,"20241004"
406,2189.94,"Discover Card",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-05,"20240905"
407,6721.58,"Visa",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-01,"20250101"
408,967.9,"Visa",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-05-30,"20240530"
409,6366.49,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-30,"20240930"
410,8947.58,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-21,"20240921"
411,4962.29,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-15,"20241115"
412,4593.98,"Visa Retired",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-13,"20240213"
413,1795.61,"MasterCard",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-16,"20241016"
414,8765.4,"American Express",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-09-13,"20240913"
415,9111.82,"Visa Retired",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-03-15,"20240315"
416,7560.25,"MasterCard",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-01,"20240401"
417,2862.26,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-09,"20241109"
418,5348.68,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-18,"20241018"
419,926.07,"JCB",5,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-05,"20241105"
420,6236.41,"MasterCard",4,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-20,"20241220"
421,2002.32,"Visa Retired",2,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-15,"20241215"
422,8268.95,"JCB",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-04-18,"20240418"
423,9392.45,"JCB",7,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-10,"20241110"
424,127.22,"MasterCard",9,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-12-10,"20241210"
425,2065.28,"Visa",8,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-17,"20241117"
426,9454.74,"Visa",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-06-25,"20240625"
427,690.39,"MasterCard",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-02-08,"20240208"
428,1600.43,"MasterCard",10,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-10-20,"20241020"
429,2017.55,"Visa",3,"2024-02-07 14:19:42","2024-02-07 14:19:42",2025-01-21,"20250121"
430,8389.29,"Visa Retired",1,"2024-02-07 14:19:42","2024-02-07 14:19:42",2024-11-03,"20241103"
